Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude,Coord,Latitude_rad,Longitude_rad,Coord_rad
Safra Mount Faber,"2 Telok Blangah Way, S(098803)","(For Member): \$1.25/hr, \$0.32 for next subsequent 15min (For Public): \$2.30/hr, \$0.58 for next subsequent 15min from 6am to 5.59pm","(For Member): \$2.05/entry, (For Public): \$3.40/entry from 6pm to 6am the following day","(For Member): \$2.05/entry, (For Public): \$3.40/entry from 6am to 5.59am the following day","(For Member): \$2.05/entry, (For Public): \$3.40/entry from 6am to 5.59am the following day",1.2774605,103.817219,"(1.2774604999999999, 103.81721899999999)",0.022295891789173024,1.811952291814015,"(0.022295891789173024, 1.811952291814015)"
Singapore Botanic Gardens ,"1 Cluny Road, S(259569)","Free parking from 5am to 7am, \$0.02/min from 7am to 10.30pm.",\$0.02/min up to a maximum cap of \$2.00 for entry between 7pm to 10.30pm. Free parking from 10.30pm to 12midnight,Charges same as weekdays,Charges same as weekdays,1.3151016000000002,103.8161925,"(1.3151016000000002, 103.8161925)",0.022952852918245465,1.8119343760092432,"(0.022952852918245465, 1.8119343760092432)"
Ministry of Education Building (MOE),"1 North Buona Vista Drive, S(138675)","\$1.50/hr, \$2.50 for next subsequent hr from 8am to 5pm","\$1.50/hr, \$2.50 for next subsequent hr from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3053331,103.7908638,"(1.3053330999999999, 103.7908638)",0.02278236043026439,1.8114923067989932,"(0.022782360430264392, 1.8114923067989932)"
Changi Ferry Terminal,"30 Changi Ferry Road, S(499675)",Free Parking,Free Parking,Free Parking,Free Parking,1.3730551000000002,104.0080234,"(1.3730551000000002, 104.0080234)",0.023964332306299997,1.8152824568213073,"(0.023964332306299997, 1.8152824568213073)"
Rochor Centre,"1 Rochor Road, S(180001)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.302557,103.8548685,"(1.302557, 103.85486850000001)",0.02273390834489978,1.8126093995507444,"(0.022733908344899779, 1.8126093995507444)"
Young Men's Christian Association Of Singapore (YMCA),"1 Orchard Road, S(238824)",\$2.00/hr from 7am to 6pm,\$4.00/entry from 6pm to 12midnight the following day,Charges same as weekdays,\$4.00/entry from 7am to 7am the following day,1.2976348,103.8479932,"(1.2976348, 103.8479932)",0.022647999748458113,1.8124894029286822,"(0.022647999748458113, 1.8124894029286822)"
PWC Building,"8 Cross Street, S(048424)",\$2.60/30min from 6am to 6pm,\$3.20/entry from 6pm to 6am the following day,"\$3.20/entry from 6am to 8pm, Carpark Closed after 8pm","\$3.20/entry from 6am to 8pm, Carpark Closed after 8pm",1.2824608,103.8490282,"(1.2824608, 103.84902820000001)",0.022383163487760493,1.8125074670864405,"(0.022383163487760493, 1.8125074670864405)"
Mandarin Orchard Singapore,"333 Orchard Road, S(238867)","\$3.50 for 1st hr, \$0.05 for next subsequent min from 6am to 6pm","\$3.50 for 1st hr, \$0.05 for next subsequnet min from 6pm to 6am the following day",Charges same as weekdays,Charges same as weekdays,1.3022076999999999,103.836443,"(1.3022077000000001, 103.836443)",0.02272781190982256,1.8122878139094185,"(0.022727811909822562, 1.8122878139094185)"
Civil Service College,"31 North Buona Vista Road, S(275983)","\$1.50/hr for the 1st 5hr, \$9.00/entry for parking more than 5 hr",\$1.00/hr from 6pm to 10.30pm,"\$1.50/hr from 8am to 1pm, \$1.00/hr from 1pm to 10.30pm",Closed,1.3096555,103.7917858,"(1.3096555000000001, 103.7917858)",0.0228578005418526,1.8115083987346967,"(0.022857800541852599, 1.8115083987346967)"
Singapore Zoo / Singapore Night Safari,"80 Mandai Lake Road, S(729826)","\$3.00 for 1st hr, \$2.00 for next subsequent hr from 8.30am to 6pm","\$3.00 for 1st hr, \$2.00 for next subsequent hr from 8.30am to 6pm",Charges same as weekdays,Charges same as weekdays,1.4049843000000002,103.7905489,"(1.4049843000000002, 103.7905489)",0.02452160197382777,1.8114868107571789,"(0.024521601973827769, 1.8114868107571789)"
Noel Corporate Building,"50 Kallang Avenue, S(339505)","\$2.14 for 1st hr, \$1.20 for next subsequent 30min from 8am to 5pm","\$2.14 for 1st hr, \$1.20 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3128722,103.8668109,"(1.3128721999999999, 103.8668109)",0.022913942547901498,1.8128178337513348,"(0.022913942547901498, 1.8128178337513348)"
Hougang Green Shopping Mall,"21 Hougang Street 51, S(538719)","\$1.07 for 1st hr, \$0.55 for next subsequent 30min from 7am to 4.59pm",\$1.20/entry from 5pm to 6.59am the following day,Charges same as weekdays,"\$2.15/entry from 7am to 12midnight, \$1.20/entry from 12midnight to 6.59am the following day",1.3792941,103.8878182,"(1.3792941000000001, 103.8878182)",0.02407322339833192,1.8131844803032888,"(0.024073223398331921, 1.8131844803032888)"
Camden Medical Centre,"1 Orchard Boulevard, S(248649)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 3am to 6pm",\$4.00/entry from 6pm to 3am the following day,"\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 3am to 1pm, \$4.00/entry from 1pm to 3am the following day",\$4.00/entry from 3am to 3am the following day,1.3031883999999998,103.8238087,"(1.3031883999999998, 103.8238087)",0.022744928353796868,1.8120673037757336,"(0.022744928353796868, 1.8120673037757336)"
PIL Building,"140 Cecil Street, S(069540)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2804799999999998,103.8484555,"(1.2804799999999998, 103.8484555)",0.022348592005936987,1.8124974715858142,"(0.022348592005936987, 1.8124974715858142)"
VivoCity,"1 HarbourFront Walk, S(098585)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 6pm","\$3.00/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am",1.2642787,103.8221577,"(1.2642787, 103.82215770000001)",0.022065825977833634,1.8120384883897833,"(0.022065825977833634, 1.8120384883897833)"
MCYS Building,"512 Thomson Road, S(298136)",\$0.80/30min from 7.30am to 6pm,\$1.60/entry from 6.01pm to 7.30am the following day,"\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day","\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day",1.3336649999999999,103.839502,"(1.3336650000000001, 103.839502)",0.023276845368610175,1.8123412035312367,"(0.023276845368610175, 1.8123412035312367)"
IKEA Tampines,"60 Tampines North Drive 2, S(528764)",Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,1.374183,103.932748,"(1.3741829999999999, 103.932748)",0.023984017874933237,1.8139686532455517,"(0.023984017874933237, 1.8139686532455517)"
Ministry of Manpower (MOM),"18 Havelock Road, S(059764)",Not for public,Not for public,Not for public,Not for public,1.2875548,103.844374,"(1.2875548000000001, 103.844374)",0.022472070559857088,1.8124262359723942,"(0.022472070559857088, 1.8124262359723942)"
Kovan Centre,"9 Yio Chu Kang Road, S(545523)",*Building Demolished*,*Building Demolished*,*Building Demolished*,*Building Demolished*,1.3546912,103.8769464,"(1.3546912, 103.87694640000001)",0.023643821787793007,1.8129947315976704,"(0.023643821787793007, 1.8129947315976704)"
Quality Hotel Singapore ,"201 Balestier Road, S(329926)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 5pm",\$2.80/entry from 5pm to 7am the following day,Charges same as weekdays,\$2.80/entry from 7am to 7am the following day,1.3200773,103.8525296,"(1.3200773000000001, 103.8525296)",0.023039695265836938,1.8125685780448697,"(0.023039695265836938, 1.8125685780448697)"
HomeTeamNS Bukit Batok,"2 Bukit Batok West Ave 7, S(659003)","(For Member): \$0.90/hr, (For Public): \$1.20/hr from 8am to 5pm","(For Member): \$1.60/entry, (For Public): \$3.20/entry from 5pm to 1am the following day",Charges same as weekdays,"(For Member): \$1.60/entry, (For Public): \$3.20/entry from 8am to 1am the following day",1.3657241000000002,103.7489891,"(1.3657241000000002, 103.74898909999999)",0.023836382218836293,1.8107614554107085,"(0.023836382218836293, 1.8107614554107085)"
St. James Power Station,"3 Sentosa Gateway, S(098544)",\$2.00/hr from 7am to 5pm from Mon to Thurs,"\$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day from Mon to Thurs 5.01pm to 10.30pm, \$2.00/entry for subsequent hr","\$2.00/hr from 7am to 5pm, \$7.00/entry for 1st 5hr, \$2.00 for for subsequent hr from 5pm to 7am the following day from Fri to Sat","\$2.00/hr from 7am to 5pm, \$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day",1.2647069,103.8248677,"(1.2647069, 103.8248677)",0.022073299477690673,1.8120857868125122,"(0.022073299477690673, 1.8120857868125122)"
NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)","\$0.02/min from 8am to 6pm, maximum charge of \$4.80/day","\$1.20/entry from 6pm to 10pm, Free parking after 10pm",Free Parking,Free Parking,1.3477484,103.6828574,"(1.3477484, 103.6828574)",0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
Changi Airport Terminal 2,"60 Airport Boulevard, S(819643)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,1.3550934,103.9890246,"(1.3550933999999999, 103.98902459999999)",0.023650841502044526,1.8149508652073791,"(0.023650841502044526, 1.8149508652073791)"
Haw Par Villa,"262 Pasir Panjang Road, S(118628)",\$5.00/entry from 9am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.285506,103.7831439,"(1.285506, 103.7831439)",0.022436312254142228,1.8113575691260686,"(0.022436312254142228, 1.8113575691260686)"
Singapore Godown,"25 Tagore Lane, S(787602)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 11pm",\$2.40/entry from 11pm to 7am the following day,Charges same as weekdays,\$2.40/entry from 7am to 7am the following day,1.3861495,103.8288204,"(1.3861495000000001, 103.8288204)",0.02419287269987314,1.8121547744418558,"(0.024192872699873139, 1.8121547744418558)"
Singapore Discovery Centre (SDC),"510 Upper Jurong Road, S(638365)",Free Parking,Free Parking,Free Parking,Free Parking,1.332714,103.678929,"(1.332714, 103.67892900000001)",0.023260247287423708,1.809538675991432,"(0.023260247287423708, 1.809538675991432)"
Square 2,"10 Sinaran Drive, S(307506)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 6pm",\$2.50/entry from 6pm to 7am the following day,Charges same as Weekdays,"\$2.20 for 1st 4hr, \$1.10 for next subsequent 30min from 7am to 6pm, \$2.50/entry from 6pm to 7am the following day",1.3206356,103.844392,"(1.3206356000000001, 103.844392)",0.023049439439050825,1.8124265501316594,"(0.023049439439050825, 1.8124265501316594)"
Red Dot Design Museum,"28 Maxwell Road, S(069120)","\$2.50/hr from 7am to 4.59pm, \$0.65 for next subsequent 15min",\$3.60/entry from 6pm to 6.59am the following day,Charges same as weekdays,\$3.60/entry from 7am to 6.59am the following day,1.2782482,103.845625,"(1.2782481999999999, 103.845625)",0.02230963974769098,1.8124480700413363,"(0.022309639747690981, 1.8124480700413363)"
IBM Place 1,"9 Changi Business Park Central 1, S(486048)",*,*,*,*,1.3365545,103.9652132,"(1.3365545000000001, 103.96521319999999)",0.023327276657346553,1.8145352778778698,"(0.023327276657346553, 1.8145352778778698)"
IOI Plaza Singapore,"210 Middle Road, S(188994)",\$0.04/min from 8am to 5pm,\$0.02/min from 5pm to 8am the following day,Charges same as weekdays,\$0.02/min from 8am to 8am the following day,1.3013422,103.8514418,"(1.3013421999999999, 103.85144179999999)",0.02271270608514655,1.8125495923532666,"(0.022712706085146549, 1.8125495923532666)"
AMK Hub,"53 Ang Mo Kio Avenue 3, S(569933)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day",1.3693528,103.8483592,"(1.3693527999999999, 103.8483592)",0.023899714981403405,1.8124957908337447,"(0.023899714981403405, 1.8124957908337447)"
The Signature (Changi Business Park),"51 Changi Business Park Central 2, S(486066)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10.01pm to 6.59pm,Charges same as weekdays,\$2.00/entry from 7am to 6.59am the following day,1.3347257,103.9651184,"(1.3347256999999999, 103.96511839999999)",0.023295358075986077,1.814533623305739,"(0.023295358075986077, 1.814533623305739)"
The Strategy (International Business Park),"2 International Business Park, S(609930)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10pm to 7am,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,1.3302368999999998,103.7471961,"(1.3302368999999998, 103.7471961)",0.023217013736522556,1.8107301616572202,"(0.023217013736522556, 1.8107301616572202)"
The Synergy (International Business Park),"1 International Business Park, S(609917)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10.01pm to 7am,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,1.3289886,103.7486483,"(1.3289886, 103.7486483)",0.023195226791469913,1.8107555073286177,"(0.023195226791469913, 1.8107555073286177)"
Kembangan Plaza,"18 Jalan Masjid, S(418944)",\$1.70/hr from 8am to 5pm,"\$2.70/entry from 5.01pm to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day",Charges same as weekdays,"\$2.70/entry from 8am to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day",1.3203664,103.9126441,"(1.3203663999999999, 103.91264409999999)",0.023044741012704456,1.8136177739980597,"(0.023044741012704456, 1.8136177739980597)"
NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.301769,103.7738214,"(1.301769, 103.7738214)",0.022720155150394064,1.8111948608065516,"(0.022720155150394064, 1.8111948608065516)"
NUS Bukit Timah Campus,"469G Bukit Timah Road, S(259776)","*\$0.02/min from 7am to 10.30pm, maximum charge of \$2.00 for vehicles entering from 7pm to 10.30pm, 1st hr free parking for vehicles entering from 11am to 5pm",*Free parking from 10.31pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,1.318318,103.816878,"(1.3183180000000001, 103.816878)",0.023008989688306607,1.8119463402412657,"(0.023008989688306607, 1.8119463402412657)"
Jurong Bird Park,"2 Jurong Hill, S(628925)","\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day","\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,1.3180714,103.7068176,"(1.3180714, 103.70681759999999)",0.023004685706371188,1.8100254238852036,"(0.023004685706371188, 1.8100254238852036)"
Asian Civilisations Museum,"1 Empress Place, S(179555)",\$1.03/30min from 8am to 4.59pm,\$2.06/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$2.06/entry from 8am to 7.59am the following day,1.2874968999999998,103.85138609999998,"(1.2874968999999998, 103.85138609999998)",0.022471060014220178,1.8125486202048728,"(0.022471060014220178, 1.8125486202048728)"
The Mint Museum of Toys,"26 Seah Street, S(188382)",\$1.00/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.50/30min from 8am to 8am the following day,1.2963106000000002,103.8543948,"(1.2963106000000002, 103.85439479999999)",0.02262488809850321,1.8126011319260777,"(0.022624888098503208, 1.8126011319260777)"
Furama RiverFront Singapore,"405 Havelock Road, S(169633)",\$1.07/30min from 7am to 5pm,\$6.42/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2876702,103.8362205,"(1.2876702, 103.8362205)",0.022474084669813887,1.8122839305518326,"(0.022474084669813887, 1.8122839305518326)"
National Institute of Education (NIE),"1 Nanyang Walk, S(637616)","Car Park 1 - \$0.02/min, Car Park 2, 3, 5 and 7 - \$0.01/min up to a maximum charge of \$4.80, Car Park 4 - \$0.01/min up to a maximum charge of \$2.40 from 5am to 5.45pm",Free parking after 5.45pm,Free parking,Free parking,1.3490643999999998,103.679107,"(1.3490643999999998, 103.679107)",0.023545615601441788,1.8095417826775007,"(0.023545615601441788, 1.8095417826775007)"
Chancerlodge Complex,"105 Sims Avenue, S(387429)",\$0.50/30min from 8am to 6pm,\$2.00/entry from 6pm to 8am the following day,Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,1.3145584,103.877226,"(1.3145583999999999, 103.87722600000001)",0.022943372289748624,1.8129996115382592,"(0.022943372289748624, 1.8129996115382592)"
JTC Blk 8 Chia Ping Road,"8 Chia Ping Road, S(619973)",\$0.50/30min from 7.30am to 7.30pm,\$0.50/30min from 7.30am to 7.30pm,Charges same as weekdays,Closed,1.3303973,103.7206421,"(1.3303973, 103.72064209999999)",0.023219813244642756,1.8102667069276457,"(0.023219813244642756, 1.8102667069276457)"
Citilink Warehouse Complex,"102E Pasir Panjang Road, S(118529)","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 7.01am to 6.00pm",\$1.50/entry from 6.01pm to 10pm,Charges same as weekdays,\$1.50/entry from 7.01am to 10pm,1.2760134,103.7953538,"(1.2760133999999999, 103.7953538)",0.022270635129567413,1.8115706720824079,"(0.022270635129567413, 1.8115706720824079)"
New Tech Park,"151 Lorong Chuan, S(556741)",\$1.10/hr from 7.01am to 6pm,\$1.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$1.50/entry from 7.01am to 7am the following day,1.3520311,103.86065440000002,"(1.3520311, 103.86065440000002)",0.023597394284360706,1.812710382555936,"(0.023597394284360706, 1.8127103825559361)"
Pantech 21,"200 Pandan Loop, S(128388)","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 7.01am to 6pm",\$1.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,Closed,1.311205,103.751897,"(1.311205, 103.751897)",0.022884844418612247,1.8108122078400273,"(0.022884844418612247, 1.8108122078400273)"
EDB Learning Center,"2985 Jalan Bukit Merah, S(159457)",\$0.55/30min from 8am to 6pm,\$2.14/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.14/entry from 8am to 8am the following day,1.2822875,103.8216645,"(1.2822875, 103.8216645)",0.022380138832166788,1.8120298804259123,"(0.022380138832166788, 1.8120298804259123)"
Eng Say Garden,Siglap Road,\$0.50/30min from 8am to 6pm,\$1.20/entry from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,1.313587,103.923105,"(1.3135870000000001, 103.92310500000001)",0.022926418161394756,1.8138003511457819,"(0.022926418161394756, 1.8138003511457819)"
171 Kallang Way,"171 Kallang Way, S(349250)",\$0.50/30min from 8am to 10pm daily,\$0.50/30min from 8am to 10pm daily,Charges same as weekdays,Charges same as weekdays,1.324247,103.874408,"(1.324247, 103.874408)",0.023112470259657347,1.812950428159938,"(0.023112470259657347, 1.812950428159938)"
Mandai Orchid Garden,"20 Mandai Lake Road, S(729825)",Free Parking,Free Parking,Free Parking,Free Parking,1.4067558999999998,103.783213,"(1.4067558999999998, 103.783213)",0.024552522226856097,1.8113587751485818,"(0.024552522226856097, 1.8113587751485818)"
Snow City,"21 Jurong Town Hall Road, S(609433)",\$0.60/30min from 7am to 7pm,\$0.60/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3331217,103.73565390000002,"(1.3331217, 103.73565390000002)",0.023267362994784088,1.8105287122642968,"(0.023267362994784088, 1.8105287122642968)"
Chinatown Heritage Centre,"48 Pagoda Street, S(059207)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.2835084,103.8443514,"(1.2835083999999999, 103.84435140000001)",0.02240144755700439,1.812425841527983,"(0.022401447557004388, 1.812425841527983)"
Berjaya Hotel,"83 Duxton Road, S(089540)",\$1.00/30min from 8.30am to 5pm,"\$1.00/hr from 5pm to 10pm, Free parking from 10pm to 8.30am the following day",Charges same as weekdays,"\$1.00/hr from 8.30am to 10pm, Free parking from 10pm to 8.30am the following day",1.2786983,103.84319,"(1.2786983000000001, 103.84319000000001)",0.022317495474654208,1.8124055712740506,"(0.022317495474654208, 1.8124055712740506)"
Holiday Inn Atrium Singapore,"317 Outram Road, S(169075)",\$1.93/hr from 7am to 5pm,\$3.85/entry from 5pm to 7am the following day,\$3.85/entry from 7am to 7am the following day,\$3.85/entry from 7am to 7am the following day,1.2889661000000001,103.8341897,"(1.2889660999999999, 103.8341897)",0.022496702391590483,1.8122484864053832,"(0.022496702391590483, 1.8122484864053832)"
Hotel Grand Central,"22 Cavenagh Road, S(229617)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,1.301216,103.841728,"(1.3012159999999999, 103.841728)",0.022710503479630533,1.8123800545603863,"(0.022710503479630533, 1.8123800545603863)"
The National Museum of Singapore,"93 Stamford Road, S(178897)",\$2.50/hr from 7am to 6pm,"\$4.00/entry from 6pm to 3am, \$4/hr from 3am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.2967773,103.8486632,"(1.2967773, 103.8486632)",0.022633033550122264,1.8125010966346706,"(0.022633033550122264, 1.8125010966346706)"
Royal Selangor Pewter Museum,"32 Pandan Road, S(609279)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 8am to 5pm",\$2.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.50/entry,1.3016101,103.7499277,"(1.3016101, 103.7499277)",0.022717381822212643,1.8107778370710677,"(0.022717381822212643, 1.8107778370710677)"
Changi Chapel and Museum (The Changi Museum),"1000 Upper Changi Road North, S(507707)",Free Parking,Free Parking,Free Parking,Free Parking,1.362182,103.974029,"(1.362182, 103.974029)",0.0237745609114014,1.8146891426140672,"(0.023774560911401399, 1.8146891426140672)"
Hua Song Museum,"262 Pasir Panjang Road, S(118628)",\$5.00/entry from 9am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,1.285506,103.7831439,"(1.285506, 103.7831439)",0.022436312254142228,1.8113575691260686,"(0.022436312254142228, 1.8113575691260686)"
NUS Museum (University Cultural Centre),"50 Kent Ridge Crescent, S(119279)","*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,1.3018969999999999,103.772451,"(1.3018970000000001, 103.772451)",0.022722389171836613,1.8111709428144822,"(0.022722389171836613, 1.8111709428144822)"
Malay Heritage Centre,"85 Sultan Gate, S(198501)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3031694,103.8597597,"(1.3031694, 103.85975970000001)",0.022744596741238993,1.8126947670951181,"(0.022744596741238993, 1.8126947670951181)"
Republic of Singapore Air Force Museum (RSAF Museum),"400 Airport Road, S(534234)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,1.3467589,103.8991423,"(1.3467589, 103.89914229999999)",0.02350537703553706,1.813382123133114,"(0.02350537703553706, 1.813382123133114)"
Republic of Singapore Navy Museum,"32 Admiralty Road West, Endurance Block, Sembawang Camp, S(759959)",*,*,*,*,1.352083,103.819836,"(1.3520829999999999, 103.819836)",0.023598300110242488,1.8119979670805395,"(0.023598300110242488, 1.8119979670805395)"
Singapore Philatelic Museum,"23B Coleman Street, S(179807)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2929409,103.848701,"(1.2929409000000001, 103.84870100000001)",0.022566075738698753,1.812501756369128,"(0.022566075738698753, 1.8125017563691279)"
The Singapore Mint,"20 Teban Gardens Crescent, S(608928)",Free Parking,Free Parking,Free Parking,Free Parking,1.3250178999999995,103.7395875,"(1.3250178999999995, 103.7395875)",0.023125925002860964,1.8105973665357529,"(0.023125925002860964, 1.8105973665357529)"
Bukit Timah Nature Reserve,"177 Hindhede Drive, S(589333)",Free Parking,Free Parking,Free Parking,Free Parking,1.348585,103.776634,"(1.3485850000000001, 103.776634)",0.02353724849300773,1.8112439499370931,"(0.023537248493007729, 1.8112439499370931)"
Chinese Garden,"1 Chinese Garden Road, S(619795)","1st hr free, \$0.50 for next subsequent 30min from 6am to 6pm",\$0.50/30min from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays,1.3361889999999998,103.73096,"(1.3361889999999998, 103.73096)",0.02332089747893051,1.8104467882545372,"(0.02332089747893051, 1.8104467882545372)"
Japanese Garden,"1 Chinese Garden Road, S(619795)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,1.3361889999999998,103.73096,"(1.3361889999999998, 103.73096)",0.02332089747893051,1.8104467882545372,"(0.02332089747893051, 1.8104467882545372)"
Labrador Nature Reserve (Car Park A and B),"Labrador Villa Road, S(001340)",Free Parking,Free Parking,Free Parking,Free Parking,1.2701688999999998,103.8017137,"(1.2701688999999998, 103.80171369999999)",0.0221686293614346,1.8116816732775054,"(0.0221686293614346, 1.8116816732775054)"
Fort Canning Park (Percival Road Car Park B),Percival Road,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2966176,103.8467475,"(1.2966176, 103.84674749999999)",0.02263024625930683,1.8124676613621902,"(0.022630246259306829, 1.8124676613621902)"
Registry of Marriages (ROM),"7 Canning Rise, S(179869)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2943579,103.848084,"(1.2943579000000001, 103.848084)",0.022590807054199514,1.812490987687643,"(0.022590807054199514, 1.8124909876876429)"
Mount Faber Park,"109 Mount Faber Road, S(099203)",Free Parking,Free Parking,Free Parking,Free Parking,1.2711456,103.8195228,"(1.2711456000000001, 103.8195228)",0.022185675992238835,1.8119925007093225,"(0.022185675992238835, 1.8119925007093225)"
"Pasir Ris Park (Car Park A, C, D and F)",Jalan Loyang Besar,\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3795882,103.9604541,"(1.3795881999999999, 103.96045409999999)",0.024078356411662033,1.8144522159134384,"(0.024078356411662033, 1.8144522159134384)"
Pasir Ris Park (Car Park B and E),Pasir Ris Close,HDB / URA parking rates from 8.30am to 10pm,Free parking from 10pm to 8.30am the following day,Charges same as weekdays,Charges same as weekdays,1.377482,103.9559713,"(1.3774819999999999, 103.9559713)",0.024041596286956533,1.8143739762937299,"(0.024041596286956533, 1.8143739762937299)"
Bedok Reservoir Park,"Blk 739A, Bedok Reservoir Road, S(471739)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3379321000000002,103.9233635,"(1.3379321000000002, 103.92336350000001)",0.023351320313122027,1.813804862821898,"(0.023351320313122027, 1.8138048628218979)"
