Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude,Coord,Latitude_rad,Longitude_rad,Coord_rad
International Plaza,"10 Anson Road, S(079903)",\$2.20/30min from 7am to 5pm,\$3.00/entry from 5pm to 7am the following day,"\$2.20/30min from 7am to 3pm, \$3.00/entry after 3pm to 7am the following day",\$3.00/entry from 7am to 7am the following day,1.2756998,103.8458098,"(1.2756997999999999, 103.8458098)",0.02226516177703316,1.8124512954097942,"(0.022265161777033159, 1.8124512954097942)"
Jelita Cold Storage,"293 Holland Road, S(278628)","1st hr free, \$1.60/hr for next subsequent hr onwards","1st hr free, \$1.60/hr for next subsequent hr onwards",Charges same as weekdays,Charges same as weekdays,1.3175633999999998,103.78588,"(1.3175633999999998, 103.78588000000001)",0.022995819433771054,1.8114053230797327,"(0.022995819433771054, 1.8114053230797327)"
Joo Chiat Complex,"1 Joo Chiat Road, S(420001)",\$0.50/30min from 7am to 7pm,\$0.50/30min from 7pm to 10:30pm,Charges same as weekdays,Charges same as weekdays,1.315681,103.8988707,"(1.3156809999999999, 103.8988707)",0.022962965355931515,1.8133773828188657,"(0.022962965355931515, 1.8133773828188657)"
Junction 8 (Basement Car Park),"9 Bishan Place, S(579837)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm the following day from Mon to Fri & Eve of PH","\$2.57/entry from 6pm to 11.59pm from Mon to Thurs, \$2.57/entry from 6pm to 2.59am the following day on Fri & Eve of PH","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 2.59am the following day","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 11.59pm",1.3505253000000002,103.8486915,"(1.3505253000000002, 103.8486915)",0.023571113116484178,1.812501590562849,"(0.023571113116484178, 1.812501590562849)"
Junction 8 (Multi-Storey Car Park),"514 Bishan Street 13, S(570514)",\$0.60/30min from 7am to 9pm,\$0.60/30min from 9pm to 7am the following day,"\$0.60/30min from 7am to 3pm, \$0.60/30min from 3pm to 7am the following day",\$0.60/30min from 7am to 7am the following day,1.3501553,103.8497956,"(1.3501552999999999, 103.84979559999999)",0.023564655398251796,1.81252086074312,"(0.023564655398251796, 1.81252086074312)"
JCube,"2 Jurong East Central 1, S(609731)","\$1.30 for 1st hr, \$0.40 for next subsequent 15min from 3.30am to 5.59pm",\$2.50/entry from 6pm to 3.29am the following day,Charges same as weekdays,Charges same as weekdays,1.3332858,103.7401865,"(1.3332858000000001, 103.74018649999999)",0.023270227080086615,1.8106078210579724,"(0.023270227080086615, 1.8106078210579724)"
Jurong Point Shopping Centre,"1 Jurong West Central 2, S(648886)","\$1.07 for 1st 2hr, \$1.07 for next subsequent hr from 7am to 5pm","\$2.14 for 1st 2hr, \$1.07 for next subsequent hr from 5pm to 9pm, \$1.07 for 1st 3hr, \$1.07 for next subsequent hr from 9pm to 7am the following day","\$2.14 for 1st 2hr, \$1.07 for next subsequent hr from 7am to 9pm, \$1.07 for 1st 3hr, \$1.07 for next subsequent hr from 9pm to 7am the following day","\$2.14 for 1st 2hr, \$1.07 for next subsequent hr from 7am to 9pm, \$1.07 for 1st 3hr, \$1.07 for next subsequent hr from 9pm to 7am the following day",1.3393411,103.7053874,"(1.3393411, 103.70538740000001)",0.023375912002282624,1.8100004621862418,"(0.023375912002282624, 1.8100004621862418)"
KK Women's and Children's Hospital ,"100 Bukit Timah Road, S(229899)",\$0.047/min from 6am to 6pm,\$2.40/entry from 6pm to 6am the following day,\$2.40/entry from 6am to 12midnight,\$2.40/entry from 6am to 12midnight,1.3106149999999999,103.8468356,"(1.3106150000000001, 103.84683559999999)",0.022874546976025478,1.8124691989972612,"(0.022874546976025478, 1.8124691989972612)"
112 Katong,"112 East Coast Road, S(428802)","(6am-9.59am) \$0.54 for 1st hr, \$0.16 for subsequent 15min, (10am-5.59pm) \$1.07 for 1st hr, \$0.27 for subsequent 15min","(6pm-10.59pm) \$1.28 for 1st 30min, \$0.65 for subsequent 15min, (11pm-5.59am) \$0.54 for 1st hr, \$0.16 for subsequent 15min","(6am-9.59am) \$0.54 for 1st hr, \$0.16 for subsequent 15min (10am-10.59pm) \$1.28 for 1st 30min, \$0.65 for subsequent 15min (11pm-5.59am) \$0.54 for 1st hr, \$0.16 for subsequent 15min","(6am-9.59am) \$0.54 for 1st hr, \$0.16 for subsequent 15min (10am-10.59pm) \$1.28 for 1st 30min, \$0.65 for subsequent 15min (11pm-5.59am) \$0.54 for 1st hr, \$0.16 for subsequent 15min",1.3051591999999999,103.9050673,"(1.3051592000000001, 103.9050673)",0.022779325302695174,1.8134855338912947,"(0.022779325302695174, 1.8134855338912947)"
Katong Plaza,"1 Brooke Road, S(429979)","\$1.50 for 1st hr, \$0.80 for next subsequent 30min from 6am to 6pm","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 6pm to 6am the following day",Charges same as weekdays,Charges same as weekdays,1.3042056999999998,103.9038636,"(1.3042056999999998, 103.90386359999999)",0.022762683588277405,1.8134645253630883,"(0.022762683588277405, 1.8134645253630883)"
Katong Shopping Centre,"865 Mountbatten Road, S(437844)",\$1.45/hr from 7.01am to 6pm,\$2.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$2.50/entry from 7.01am to 7am the following day,1.3039094999999998,103.9011751,"(1.3039094999999998, 103.90117509999999)",0.022757513923033,1.8134176021861486,"(0.022757513923033001, 1.8134176021861486)"
Enterprise One,"1 Kaki Bukit Road 1, S(415934)","30min free, \$0.70 for next subsequent 30min","30min free, \$0.70 for next subsequent 30min",Charges same as weekdays,Charges same as weekdays,1.3335938999999999,103.9025088,"(1.3335939000000001, 103.90250879999999)",0.023275604439512005,1.8134408796423827,"(0.023275604439512005, 1.8134408796423827)"
Keppel Towers,"10 Hoe Chiang Road, S(089315)",\$3.00/hr from 8am to 5pm,\$3.00/hr from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.2743052,103.8420655,"(1.2743051999999999, 103.8420655)",0.022240821415284842,1.8123859450466118,"(0.022240821415284842, 1.8123859450466118)"
Keypoint,"371 Beach Road, S(199597)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,1.302363,103.8624183,"(1.3023629999999999, 103.8624183)",0.022730522406150908,1.8127411684186117,"(0.022730522406150908, 1.8127411684186117)"
Kwong Wai Shui Hospital,"705 Serangoon Road, S(328127)",Free Parking,Free Parking,Free Parking,Free Parking,1.317285,103.8593269,"(1.317285, 103.85932690000001)",0.022990960437133504,1.8126872133101155,"(0.022990960437133504, 1.8126872133101155)"
Concorde Hotel Singapore,"100 Orchard Road, S(238840)","\$2.14 for 1st hr, \$1.39 for next subsequent 30min from 7am to 6pm",\$3.75/entry from 6pm to 7am the following day,Charges same as weekdays,\$3.75/entry from 7am to 7am the following day,1.300784,103.8423409,"(1.3007839999999999, 103.84234090000001)",0.022702963657261918,1.8123907516833717,"(0.022702963657261918, 1.8123907516833717)"
Liang Court,"177 River Valley Road, S(179030)",\$1.28/hr from 7am to 6pm,\$3.21/entry 6.01pm to 6.59am the following day,\$3.21/entry from 6am to 6am the following day,\$3.21/entry from 6am to 6am the following day,1.2915874,103.8447075,"(1.2915874000000001, 103.8447075)",0.02254245270727301,1.8124320566454495,"(0.022542452707273009, 1.8124320566454495)"
Liat Towers,"541 Orchard Road, S(238881)","\$2.50 for 1st hr, \$1.30 for next subsequent 30min from 7am to 6pm",\$3.80/entry from 6pm to 12midnight,Charges same as weekdays,Charges same as weekdays,1.3051127,103.8306737,"(1.3051127, 103.83067370000001)",0.022778513724592997,1.812187120628883,"(0.022778513724592997, 1.8121871206288831)"
Health Promotion Board,"3 Second Hospital Avenue, S(168937)",\$0.036/min from 7am to 10pm,\$2.14/entry from 10pm to 7am the following day,Charges same as weekdays,"\$0.018/min from 7am to 10pm, \$2.14/entry from 10pm to 7am the following day",1.279555,103.838369,"(1.279555, 103.838369)",0.022332447710356043,1.8123214289508118,"(0.022332447710356043, 1.8123214289508118)"
Lippo Centre,"78 Shenton Way, S(079120)",Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,1.2731276000000002,103.8450984,"(1.2731276000000002, 103.84509840000001)",0.022220268418013365,1.8124388791374955,"(0.022220268418013365, 1.8124388791374955)"
Lot One,"21 Choa Chu Kang Avenue 4, S(689812)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm",\$2.57/entry from 6pm to 2.59am the following day,"\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 2.59am the following day","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 11.59pm",1.3848479999999999,103.745046,"(1.3848480000000001, 103.745046)",0.02417015723965843,1.810692635332973,"(0.02417015723965843, 1.8106926353329731)"
Loyang Point,"258 Pasir Ris Street 21, S(510258)",\$0.50/30min from 7am to 5pm,"\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,\$1.00/entry from 7am to 7am the following day,1.3668286,103.9646253,"(1.3668286000000001, 103.96462530000001)",0.023855659380424568,1.8145250170871974,"(0.023855659380424568, 1.8145250170871974)"
Lucky Plaza,"304 Orchard Road, S(238863)","\$1.93 for 1st hr, \$1.28 for next subsequent 30min from 7am to 4.59pm",\$3.38/entry from 5pm to 6.59am the following day,Charges same as Weekdays,"\$1.93 for 1st hr, \$1.28 for next subsequent 30min from 7am to 9.59pm. \$3.38/entry from 10pm to 6.69am on Sunday, \$4.00/entry from 7am to 6.59am the following day on Public Holiday",1.3045754999999999,103.8340344,"(1.3045755000000001, 103.83403440000001)",0.022769137815851284,1.8122457759090547,"(0.022769137815851284, 1.8122457759090547)"
Grand Hyatt Singapore,"10 Scotts Road, S(228211)","\$3.21 for 1st hr, \$1.07 for next subsequent 30min from 4am to 4.59pm",\$5.35/entry from 5pm to 3.59am the following day,Charges same as weekdays,\$5.35/entry from 4am to 3.59am the following day,1.3063489,103.8332473,"(1.3063488999999999, 103.8332473)",0.02280008948480615,1.8122320384225123,"(0.022800089484806149, 1.8122320384225123)"
Grand Mercure Roxy Hotel,"50 East Coast Road, S(428769)",\$1.60/hr from 6am to 6am the following day,\$1.60/hr from 6am to 6am the following day,Charges same as weekdays,Charges same as weekdays,1.3039693,103.9042659,"(1.3039693000000001, 103.90426590000001)",0.022758557629925697,1.8134715468226692,"(0.022758557629925697, 1.8134715468226692)"
Grand Park City Hall,"10 Coleman Street, S(179809)","\$3.28 for 1st hr, \$1.55 for next subsequent 30min from 8am to 5pm",\$5.35/entry from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.2925294,103.8500981,"(1.2925294000000001, 103.8500981)",0.022558893708826796,1.8125261403641073,"(0.022558893708826796, 1.8125261403641073)"
Great Eastern @ Changi,"200 Changi Road, S(419734)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.3172306,103.9034857,"(1.3172306, 103.9034857)",0.02299001097802042,1.8134579297638453,"(0.02299001097802042, 1.8134579297638453)"
The Chevrons,"48 Boon Lay Way, S(609961)",\$1.00/hr from 7am to 4.59pm from Mon to Thurs,"\$2.00/entry from 5pm to 6.59am the following day from Mon to Thurs, \$3.00/entry from 5pm to 6.59am the following day on Fri","\$1.00/hr from 7am to 4.59pm, \$3.00/entry from 5pm to 6.59am the following day",\$2.00/entry from 7am to 6.59am the following day,1.3309643,103.7486882,"(1.3309643, 103.7486882)",0.023229709261501565,1.8107562037149894,"(0.023229709261501565, 1.8107562037149894)"
Great World City,"1 Kim Seng Promenade, S(237994)",\$1.66/hr from 6.01am to 5pm,\$3.53/entry from 5.01pm to 6am the following day,\$1.77/hr up to a maximum cap of \$6.00/entry from 6.01am to 6am the following day,\$1.77/hr up to a maximum cap of \$6.00/entry from 6.01am to 6am the following day,1.2936326,103.8319665,"(1.2936326, 103.83196650000001)",0.022578148181134797,1.8122096842454527,"(0.022578148181134797, 1.8122096842454527)"
Greenridge Shopping Centre,"524A Jelapang Road, S(671524)","\$0.60/30min from 7am to 12pm, free parking from 12pm to 2pm, \$0.60/30min from 2pm to 5pm","\$1.00/entry from 5pm to 12midnight, \$2.00/entry from 12midnight to 7am the following day",Charges same as weekdays,\$1.00/entry from 7am to 7am the following day,1.3853183999999998,103.7662365,"(1.3853183999999998, 103.76623650000001)",0.024178367268459813,1.8110624793281171,"(0.024178367268459813, 1.8110624793281171)"
Guthrie House,"1 Fifth Avenue, S(268802)","\$0.02/min from 8am to 12pm \$0.02/min from 2pm to 6pm for the 1st 30min, \$0.05/min thereafter. \$0.08/min from 12pm to 2pm",\$0.06/min up to a maximum charge of \$3.60 from 6pm to 8am the following day,"\$0.04/min for 1st 30min, \$0.02/min for next subsequent min",\$2.00/entry from 8am to 8am the following day,1.3309189,103.7957304,"(1.3309188999999999, 103.7957304)",0.023228916882021156,1.8115772449923708,"(0.023228916882021156, 1.8115772449923708)"
HarbourFront Centre,"1 Maritime Square, S(099253)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm","\$2.60/entry from 6pm to 1am the following day, \$2.04/hour from 1am to 7am the following day",Charges Same as Weekdays,Charges Same as Weekdays,1.2641701,103.8202645,"(1.2641701000000001, 103.82026450000001)",0.02206393055026597,1.8120054458163843,"(0.022063930550265971, 1.8120054458163843)"
HDB Hub (Toa Payoh),"480 Toa Payoh Lorong 6, S(310480)",HDB / URA parking rates from 7am to 6pm,"\$1.50/entry from 6pm to 10.30pm, \$5.00/entry from 10.30pm to 7am the following day",Charges same as weekdays,"\$1.50/entry from 7am to 10.30pm, \$5.00/entry from 10.30pm to 7am the following day",1.3325138,103.8485343,"(1.3325138000000001, 103.8485343)",0.023256753138261217,1.8124988469052647,"(0.023256753138261217, 1.8124988469052647)"
High Street Centre,"1 North Bridge Road, S(179094)",\$3.21/hr from 7am to 5pm,\$3.21/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.21/entry from 7am to 7am the following day,1.2900089,103.8494332,"(1.2900088999999999, 103.84943320000001)",0.022514902685030275,1.812514535669911,"(0.022514902685030275, 1.8125145356699111)"
Hilton Hotel,"581 Orchard Road, S(238883)","\$7.00 for 1st hr, \$3.50 for next subsequent 30min from 7am to 6pm",\$7.00/entry from 6pm to 7am the following day,Charges same as weekdays,\$7.00/entry from 7am to 7am the following day,1.3053947,103.8294932,"(1.3053946999999999, 103.8294932)",0.022783435553083622,1.8121665170170633,"(0.022783435553083622, 1.8121665170170633)"
Hitachi Tower / Caltex House,"16 Collyer Quay, S(049318)",\$3.00/30min from 7.30am to 6.29pm,\$3.50/entry from 6.30pm to 7.29am the following day,"\$2.75/30min from 7.30am to 12.59pm, 3.30/entry from 1pm to 7.29am the following day",\$3.50/entry from 7.30am to 7.29am the following day,1.2842186000000002,103.852603,"(1.2842186000000002, 103.852603)",0.022413842885352055,1.8125698591165407,"(0.022413842885352055, 1.8125698591165407)"
Lumiere,"2 Mistri Road, S(079624)",\$2.50/hr from 12 midnight to 6pm,\$3.00/entry from 6pm to 12midnight,"Charges same as weekdays, but \$3.00/entry after 1pm",\$3.00/entry,1.2743316,103.8460969,"(1.2743316, 103.84609690000001)",0.022241282182207372,1.8124563062500767,"(0.022241282182207372, 1.8124563062500767)"
Holiday Inn Hotel - Parkview,"11 Cavenagh Road, S(229616)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 5pm","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3023481000000001,103.8410008,"(1.3023480999999999, 103.84100079999999)",0.022730262352092367,1.812367362526066,"(0.022730262352092367, 1.8123673625260659)"
Holland Road Shopping Centre,"211 Holland Avenue, S(278967)",\$2.20/30min from 12midnight to 8.59pm from Mon-Thurs,\$4.80/entry from 9pm to 12midnight the following day from Mon-Thurs,"\$2.20/30min from 12midnight to 9pm, \$5.80/entry from 9pm to 12midnight the following day from Friday to Sunday","\$2.20/30min from 12midnight to 9pm, \$5.80/entry from 9pm to 12midnight the following day from Friday to Sunday",1.3103846,103.7953786,"(1.3103846000000001, 103.79537859999999)",0.022870525737428885,1.8115711049240626,"(0.022870525737428885, 1.8115711049240626)"
Hong Leong Building,"16 Raffles Quay, S(048581)",\$3.00/30min from 7am to 5.59pm,\$2.00/hr from 6pm to 6.59am the following day,"\$3.00/30min from 7am to 12.59pm, \$2.00/hr from 1pm to 6.59am the following day",\$2.00/hr from 7am to 6.59am the following day,1.2814095,103.8510185,"(1.2814094999999999, 103.85101850000001)",0.02236481484133428,1.8125422043745427,"(0.02236481484133428, 1.8125422043745427)"
Hotel Asia,"37 Scotts Road, S(228229)",Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,Free parking for Hotel's guests,1.311453,103.835928,"(1.311453, 103.83592800000001)",0.022889172835157193,1.8122788254637705,"(0.022889172835157193, 1.8122788254637705)"
Singapore Art Museum,"71 Bras Basah Road, S(189555)",Limited Free Parking Lots,Limited Free Parking Lots,Not for public,Not for public,1.2974135,103.8510244,"(1.2974135, 103.8510244)",0.022644137334823452,1.8125423073489686,"(0.022644137334823452, 1.8125423073489686)"
Singapore Tourism Board (STB),"1 Orchard Spring Lane, S(247729)","\$2.40 for 1st hr, \$1.20 for next subsequent 30min from 8.30am to 6pm",Car Park closed after 6pm,Closed,Closed,1.3038034,103.8240486,"(1.3038034000000001, 103.8240486)",0.022755662128696636,1.812071490820609,"(0.022755662128696636, 1.812071490820609)"
