,Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude,Longitude
655,Ion Orchard,"2 Orchard Turn, S(238801)","\$2.67 for 1st hr, \$1.28 for next subsequent 30min from 8am to 4.59pm from Mon to Thurs","\$3/entry from 5pm to 11.59pm, \$1.07/hr from 12midnight to 7.59am the following day from Mon to Thurs","\$2.56 for 1st hr, \$1.88 for next subsequent 30min from 8am to 4.59pm, \$3.74/entry from 5pm to 11.59pm, \$1.07/hr from 12midnight to 7.59am the following day from Fri to Sun","\$2.56 for 1st hr, \$1.88 for next subsequent 30min from 8am to 4.59pm, \$3.74/entry from 5pm to 11.59pm, \$1.07/hr from 12midnight to 7.59am the following day from Fri to Sun",1.3039288,103.83195119999999
656,One Marina Boulevard,"1 Marina Boulevard, S(018989)",\$2.14/30min from 7am to 5.30pm,\$3.21/entry from 5.30pm to 11pm,"\$2.14/30min from 7am to 1pm, \$3.21/entry from 1pm to 11pm",\$3.21/entry from 7am to 11pm,1.2823870000000002,103.852437
657,Orchard Central,"181 Orchard Road, S(238896)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 2am to 6pm","\$4.50 for 1st 3hr, \$1.50 for next subsequent 30min from 6pm to 2am the following day",Charges same as weekdays,"\$4.50 for 1st 3hr, \$1.50 for next subsequent 30min from 2am to 2am the following day",1.3007245,103.8397385
658,Hougang Plaza,"1189 Upper Serangoon Road, S(534785)",*Building Demolished*,*Building Demolished*,*Building Demolished*,*Building Demolished*,1.37073,103.895131
659,City Square Mall,"180 Kitchener Road, S(208539)","\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 7am to 6pm",\$3.00/entry from 6.00pm to 4.00am the following day,"\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4.00am the following day","\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4.00am the following day",1.3114943,103.8566704
660,313@Somerset,"313 Orchard Road, S(238895)","\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 7am to 6pm","\$4.82 for 1st 3hr, \$1.61 for next subsequent 30min from 6pm to 7am the following day",Charges same as weekdays,"\$4.82 for 1st 3hr, \$1.61 for next subsequent 30min",1.3010308000000002,103.8382552
661,Senoko Fishery Port,"31 Attap Valley Road, S(759908)",\$2.70/entry from 7am to 7am the following day,\$2.70/entry from 7am to 7am the following day,\$2.70/entry from 7am to 7am the following day,\$2.70/entry from 7am to 7am the following day,1.461703,103.792447
662,Fusionopolis,"1 Fusionopolis Way, S(138632)",\$1.00/30min from 7am to 6pm,\$1.00/entry from 6pm to 7am the following day,\$1.00/entry from 7am to 7am the following day,\$1.00/entry from 7am to 7am the following day,1.2998611999999998,103.7885127
663,Wilkie Edge,"8 Wilkie Road, S(228095)",\$1.50/30min from 7am to 5.59pm,"\$1.00/30min from 6pm to 10.59pm, \$4.10/entry from 11pm to 6.59am the following day","\$1.50/30min from 7am to 1pm, \$4.10/entry from 1.00pm to 6.59am the following day",\$4.10/entry from 7am to 6.59am the following day,1.3021037,103.84941040000001
664,"Hotel Michael, Resorts World Sentosa","8 Sentosa Gateway, S(098269)","\$7.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 7pm from Mon to Thurs",\$6.00/entry from 7pm to 7am the following day from Mon to Thurs,"\$8.00 for 1st hr, \$2.00 for next subsequent 30min from 7am to 7pm, \$8.00/entry from 7pm to 6.59am the following day on Fri to Sat and eve of PH",Charges same as Saturdays,1.256752,103.82033100000001
665,"Festive Hotel, Resorts World Sentosa","8 Sentosa Gateway, S(098269)","\$7.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 7pm from Mon to Thurs.",\$6.00/entry from 7pm to 7am the following day from Mon to Thurs,"\$8.00 for 1st hr, \$2.00 for next subsequent 30min from 7am to 7pm, \$8.00/entry from 7pm to 6.59am the following day on Fri to Sat and eve of PH",Charges same as Saturdays,1.256752,103.82033100000001
666,"Hard Rock Hotel, Resorts World Sentosa","8 Sentosa Gateway, S(098269)","\$7.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 7pm from Mon to Thurs",\$6.00/entry from 7pm to 7am the following day from Mon to Thurs,"\$8.00 for 1st hr, \$2.00 for next subsequent 30min from 7am to 7pm, \$8.00/entry from 7pm to 6.59am the following day from Fri to Sat and eve of PH",Charges same as Saturdays,1.256752,103.82033100000001
667,Capella Singapore,"1 The Knolls Sentosa Island, S(098297)","\$8.00 for first 2hr, \$1.00 for next subsequent 30min from 8am to 5pm","\$8.00 for the first 2hr, \$1.00 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.2494309,103.82444050000001
668,Bugis+,"201 Victoria Street, S(188067)","\$1.28 for 1st hr, \$0.54 for next subsequent 15min from 8am to 5.59pm from Mon to Fri","\$3.21/entry from 6pm to 7.59am the following day from Mon to Thurs, \$3.21 for 1st 2hr, \$0.54 for next subsequent 15min from 6pm to 7.59am the following day on Fri","\$3.21 for 1st 2hr, \$0.54 for next subsequent 15min from 8am to 8am the following day","\$3.21 for 1st 2hr, \$0.54 for next subsequent 15min from 8am to 8am the following day",1.2996492,103.8542702
669,Kopitiam Square,"10 Sengkang Square Kopitiam Square, S(544829)",\$1.10/hr from 8am to 10pm,\$0.30/30min from 10pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.3913871000000002,103.8937131
670,German Centre,"25 International Business Park,",\$2.50/hr from 7am to 4.59pm,\$2.50/entry from 5pm to 6.59am,"\$2.00/hr from 7am to 12.59am, Free parking after 1pm",Free parking,1.3251449,103.7466936
671,The Village Centre,"3 South Buona Vista Road, S(118136)",\$1.30/hr from 7.01am to 5pm from Mon to Thurs,"\$2.50/entry from 5.01pm to 10.30pm, \$3.10/entry from 10.31pm to 7am from Mon to Thurs","\$1.30/hr from 7.01am to 5pm, \$3.10/entry from 5.01pm to 7am from Fri to Sat","\$2.70/entry from 7.01am to 10.30pm, \$3.10/entry from 10.31pm to 7.01am",1.2797706,103.78602690000001
672,Punggol Plaza,"168 Punggol Field, S(820168)","Free for 1st 15min, \$1.00 for next subsequent hr from 8am to 5pm","Free for 1st 15min, \$1.00 for next subsequent hr from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3941946000000005,103.9131318
673,Temasek Club,"131 Rifle Range Road, S(588406)","\$1.20 for the first hr, \$0.30 for next subsequent 15min from 7am to 4.59pm","\$2.50 for the first hr, \$0.30 for next subsequent 15min from 5pm to 7am the following day","\$2.50 for the first hr, \$0.30 for next subsequent 15min from 7am to 7am the following day","\$2.50 for the first hr, \$0.30 for next subsequent 15min fromm 7am to 7am the following day",1.3463996,103.7805973
674,Marina Bay Sands (MBS),"10 Bayfront Ave, S(018970)","\$7.00 for 1st hr, \$1.00 for next subsequent 30min up to a maximum charge of \$26.00 from 7am to 7pm, \$6.00/day for guests staying at the hotel","\$7.00/entry from 7pm to 7am the following day, \$6.00/day for guests staying at the hotel","\$8.00 for 1st hr, \$1.00 for next subsequent 30min up to a maximum charge of \$26.00 from 7am to 7pm, \$6.00/day for guests staying at the hotel","\$8.00 for 1st hr, \$1.00 for next subsequent 30min up to a maximum charge of \$26.00 from 7am to 7pm, \$6.00/day for guests staying at the hotel",1.2861964,103.85927729999999
675,Millenia Walk (Basement Car Park),"9 Raffles Boulevard, S(039596)","\$3.30 for 1st hr, \$1.10 for next subsequent 30min from 7am to 6pm",\$2.20/entry from 6pm to 7am the following day,"\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day","\$2.20 for 1st 2hr, \$1.10 for next subsequent hr from 7am to 7am the following day",1.2927292,103.859401
676,Bukit Timah Plaza,"1 Jalan Anak Bukit, S(588996)",\$1.40/hr from 7.30am to 5pm,\$2.40/entry from 5pm to 7.30am the following day,Charges same as weekdays,"\$2.40 for the 1st 3hr, \$1,40 for the next subsequent hr from 7.30am to 5pm, \$2.40/entry from 5pm to 7am the following day",1.3386026000000002,103.7785976
677,MacRitchie Reservoir Park,"Reservoir Road, S(570000)",\$0.02/min from 7am to 7am the following day,\$0.02/min from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3409875,103.8328531
678,*Scape,"2 Orchard Link, S(237978)",\$2.05/hr from 7am to 4.59pm,"\$5.15 for 1st 3hr, \$2.05 for next subsequent hr from 5pm to 6.59am the following day",\$2.05/hr from 7am to 7am the following day,"\$2.05/hr from 7am to 4.59pm, \$5.15 for 1st 3hr, \$2.05 for next subsequent hr from 5pm to 6.59am the following day",1.3010389999999998,103.83578320000001
679,Samsung Hub,"3 Church Street, S(049483)",\$2.20/30min from 7am to 6pm,\$3.20/entry from 6pm to 12midnight,\$3.20/entry from 7am to 12midnight,\$3.20/entry from 7am to 12midnight,1.2832446000000002,103.8496597
680,Nex Mall,"23 Serangoon Central, S(556083)","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 7am to 5pm","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 5pm to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day",1.3504472,103.87238609999999
681,The Lawn @ Marina Bay,"12 Marina Boulevard, S(018982)",\$0.80/10min from 6am to 6pm,"\$3.00 for 1st four hr, \$0.25 for next subsequent 10min from 6pm to 6am.","\$3.00 for 1st four hr, \$0.25 for next subsequent 10min.","\$3.00 for 1st four hr, \$0.25 for next subsequent 10min.",1.280059,103.85526490000001
682,Kreta Ayer People's Theatre ,"30A Kreta Ayer Road, S(088997)",\$1.00/30min from 7am to 5pm,\$0.50/30min from 5pm to 10pm,Same as Weekdays,Same as Weekdays,1.2814143999999998,103.842787
683,URA Bayfront Car Park,"11 Marina Boulevard, S(018940)",\$2.00/30min from 7am to 6pm,\$1.60/hr from 6pm to 7am,"\$2.00/30min from 7am to 1pm, \$0.80/30min from 1pm to 7am the following day",\$0.80/30min from 7am to 7am the following day,1.2802848,103.856454
684,Park Regis Singapore,"23 Merchant Road, S(058268)","\$5 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5pm","\$5 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.2880855,103.84454509999999
685,Chevron House,"30 Raffles Place, S(048622)",\$3.00/30min from 7.30am to 6.29pm,\$3.50/entry from 6.30pm to 7.30am the following day,"\$3.00/30min from 7.30am to 1pm, \$3.50/entry from 1pm to 7.30am the following day",\$3.50/entry from 7.30am to 7.30am the following day,1.2841088999999999,103.85201500000001
686,Singapore Cruise Center,"1 Maritime Square, HarbourFront Centre","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 6pm","\$2.04/hr from 1am to 7am, \$2.40/entry from 6pm to 1am the following day",Charges same as weekdays,Charges same as weekdays,1.264325,103.820306
687,Bedok Point,"799 New Upper Changi Road,","\$1.20 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.20 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays,1.3249573000000001,103.9323454
688,Bestway Building,"12 Prince Edward Road, S (079212)",\$2.00/hr from 7am to 6pm,\$3.00/entry from 6pm to 7am the following day,\$3.00/entry from 7am to 7am the following day,\$3.00/entry from 7am to 7am the following day,1.2737183,103.8483816
689,"NTU Car Park (C, D, E, F, G, I, J, P, Q, R, S, Hall 7)","50 Nanyang Avenue, S(639798)","\$0.015/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking,1.3477484,103.6828574
690,NTU Car Park (ADM),"50 Nanyang Avenue, S(639798)","\$0.15/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking,1.3477484,103.6828574
691,NTU Car Park (SPMS),"50 Nanyang Avenue, S(639798)","\$0.15/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking,1.3477484,103.6828574
692,NTU Car Park (Canteen 2),"50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking,1.3477484,103.6828574
693,"NTU Car Park (H3, H4, H6, H8, H16, GH, NEC, SRC)","50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking,1.3477484,103.6828574
694,"NTU Car Park (Nanyang Heights, Nanyang Meadow, Nanyang View)","50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking,1.3477484,103.6828574
695,The Clementi Mall,3155 Commonwealth Avenue West S(129588),"\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 9am to 11pm","\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 9am to 11pm",Charges same as weekdays,Charges same as weekdays,1.314918,103.7643089
696,Khoo Teck Puat Hospital,"90 Yishun Central, S(768828)",\$0.03/min from 8am to 5pm,\$0.03/min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.4243583999999998,103.838059
697,NCS Hub,"5 Ang Mo Kio Street 62, S (569141)","\$1.00 for 1st hr, \$0.70 for subsequent hr up to a maximum charge of \$10.00","\$1.00 for 1st hr, \$0.70 for subsequent hr up to a maximum charge of \$10.00",Charges same as weekdays,Charges same as weekdays,1.387928,103.844052
698,Golden Mile Tower,6001 Beach Road S(199589),\$1.80/hr from 8am to 5pm,\$2.25/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.40/entry from 8am to 8am the following day,1.3019627,103.8640868
699,Craig Place,20 Craig Road S(089692),"\$3.00 for 1st hr, \$0.05/min for next subsequent hr from 7am to 6pm",\$3.50/entry from 6pm to 7am the following day,Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.278053,103.842299
700,Seah Im Carpark,2 Seah Im Road S(099114),\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2666678999999998,103.818942
701,Dawson Place,57 Dawson Road S(142057),\$0.50/30min from 7am to 5pm,"\$0.50/30min from 5pm to 12midnight up to a maximum charge of \$1.00, \$0.50/30min from 12midnight to 7am up to a maximum charge of \$2.00",\$0.50/30min from 7am to 7am the following day,\$0.50/30min from 7am to 7am the following day,1.2927302,103.8110083
702,Crown Centre,557 Bukit Timah Road S(269694),"\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 8am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,1.3230427,103.81118790000001
703,Hong Lim Complex,531 Upper Cross Street S(050531),\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 10.30pm, \$4.00/entry from 10.30pm to 7.00am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7.00am the following day",1.2841715,103.84543509999999
704,Thye Hong Centre,2 Leng Kee Road S(159086),"\$2.00/30min or part thereof from 7.30am to 11am, \$1.20/hr or part thereof from 11am to 6pm",\$2.00/entry from 6pm to 11am the following day,"\$2.00/30min or part thereof from 7.30am to 11am, \$1.20/hr or part thereof from 11am to 1pm, \$2.00/entry after 1pm",\$2.00/entry from 7.30am to 7.30am the following day,1.2910046999999998,103.8148873
705,6 Raffles Quay,6 Raffles Quay S(048580),\$2.50/30min from 7am to 8pm,\$3.00/entry after from 8pm to 11pm,"\$2.50/30min from 7am to 3pm, \$3.00/entry after from 3pm to 7pm",carpark close,1.2817911,103.8514035
706,One Raffles Quay,1 Raffles Quay S(048583),\$1.07/10min block or part thereof from 6am to 5pm,"\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 5pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.281092,103.8520854
707,The Sail @ Marina Bay,2 Marina Boulevard S(018987),\$4/hr from 6am to 6pm,\$1.50/hr from 6pm to 5.59am the following day,"\$4/hr from 6am to 5.59pm, \$1.50/hr from 1pm onwards",\$1.50/hr,1.2813618999999998,103.85267990000001
708,Marina Bay Financial Centre Tower 2,10 Marina Boulevard S(018983),\$6.42/hr 6am to 6pm,"\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2792463,103.8541121
709,Keck Seng Tower,133 Cecil Street S(069535),\$2.50/30min from 8am to 6pm,\$2.50/entry from 6pm to 10pm,"\$2.50/30min from 8am to 2pm, \$2.50/entry from 2pm to 10pm",Closed,1.2803125,103.84898559999999
710,10 Winstedt,10 Winstedt Road S(227977),\$0.80/30min from 6am to 6pm or part thereof,\$2.00/entry from 6pm to 3am the following day,"\$1.00/30min from 6am to 3pm or part thereof, \$2.00/entry from 3pm to 3am the following day",\$2.00/entry from 6am to 3am the following day,1.3099806,103.8418875
711,Balmoral Plaza,271 Bukit Timah Road S(259708),\$2.00/hr from 8am to 5pm,"\$2.50/entry from 5pm to 12midnight, \$2.00/hr from 12midnight to 8am the following day",Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,1.316447,103.8354136
712,Maxwell House,38 Maxwell Road S(069116),\$1.40/30min or part thereof from 6.30am to 5pm,"\$3.00/entry from 5pm to 10pm, \$2.00/entry from 10pm to 6.30am the following day",Charges same as weekdays,"\$3.00/entry from 6.30am to 10pm, \$2.00/entry from 10pm to 6.30am the following day",1.278665,103.8449493
713,1001 Bukit Merah Lane 3,1001 Bukit Merah Lane 3 S(159718),\$0.50/30min from 7am to 10.30pm,\$0.50/30min or up to a maximum charge of \$4.00 from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2844593999999998,103.80633890000001
714,Woodlands Mart,Woodlands Avenue 6 S(730768),\$0.50/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,1.4389498,103.80297309999999
715,Mount Sophia,Mount Sophia,"\$1.40/30min from 8am to 9.59am, \$1.40/hr from 10am to 9.59pm",\$3.00/entry from 10pm to 7.59am the following day,"\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10pm to 7.59am the following day","\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10pm to 7.59am the following day",1.3011912,103.846599
716,Changi City Point,"5 Changi Business Park Central 1, S(486038)",\$0.70/30min from 7.01am to 6pm,\$2.50/entry from 6.01pm to 7am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day",1.3343368999999998,103.962458
717,Singapore Swimming Club,"45 Tanjong Rhu Road, S(436899)","\$1.50 for 1st hr, \$0.02 for next subsequent min from 6am to 6pm","\$2.03 for 1st hr, \$0,03 for next subsequent min from 6pm to 6am the following day",Charges same as weekdays,Charges same as weekdays,1.2969613000000002,103.8813718
718,HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",\$1.05/30min from 7am to 7pm,"\$3.10/entry from 7pm to 1am the following day, \$3.10/hr from 1am to 7am","\$1.05/30min from 7am to 1pm, \$1.20 for 1st hr, \$0.60 for subsequent 30min from 1pm to 6pm, \$2.40/entry from 6pm to 1am the following day, \$3.10/hr from 1am to 7am","\$1.20 for 1st hr, \$0.60 for subsequent 30min from 7am to 6pm, \$2.40/entry from 6pm to 1am the following day, \$3.10/hr from 1am to 7am",1.2648081,103.8192714
719,The Fleming,"59 Science Park Drive, S(118239)","\$0.56 for 1st hr, \$1.07 for next subsequent hr from 7.30am to 7.30pm",Carpark Closed after 7.30pm daily,Carpark Closed,Carpark Closed,1.29239,103.786749
720,TUV SUD PSB,"1 Science Park Drive, S(118221)","\$0.56 for 1st hr, \$1.07 for every subsequent hr from 7.30am to 7.30pm","\$2.00/entry from 7pm to 3am the following day, \$20.00/entry from 3am to 6am",Charges same as weekdays,"\$2.00/entry from 6am to 3am the following day, \$20.00/entry from 3am to 6am",1.291401,103.785218
721,991 Alexandra Road,"991B Alexandra Road, S(119970)",\$1.60/hr from 6am to 7pm,Free parking limited to 6 lots,Free parking limited to 6 lots,Free parking limited to 6 lots,1.273889,103.803415
722,DSO National Laboratories,"20 Science Park Drive, S(118230)",Free parking limited to 6 lots,"\$2.00/entry from 6pm to 7am the following day for cars, \$2.50/entry from 6pm to 7am the following day for commercial vehicles",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day,1.2892506000000001,103.7887844
723,Golden Agri Plaza,"108 Pasir Panjang Road, S(118535)","\$1.20/hr from 7am to 6pm for cars, \$2.00/hr from 7am to 6pm for commercial vehicles",\$2.00/entry from 10.01pm to 6.59am the following day,Charges same as weekdays,\$2.00/entry from 12midnight to 11.59pm,1.2765540000000002,103.79441690000002
724,Inno Centre,"1003 Bukit Merah Central, S(159836)",\$0.60/30min from 7am to 10pm,"\$1.20/hr from 7pm to 7am the following day for cars, \$2.20/hr from 7pm to 7am the following day for commercial vehicles",Charges same as weekdays,Charges same as weekdays,1.2834073000000001,103.81446559999999
725,Tan Boon Liat Building,"315 Outram Road, S(169074)","\$1.20/hr from 7am to 7pm for cars, \$2.20/hr from 7am to 7pm for commercial vehicles","\$2.00/entry from 7pm to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day",1.2873156000000001,103.83403440000001
726,Prosper House,"101 Lorong 23 Geylang, S(388399)",\$1.20/hr from 7am to 7pm,\$0.75/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3176071000000005,103.8810157
727,26 Tai Seng Street,"26 Tai Seng Street, S(534057)",\$0.75/30min from 7am to 7pm,"\$3.00/entry from 6.31pm to 11.59pm, Additional Overnight Charge at \$10.00 from 12midnight to 6.59am",Charges same as weekdays,\$5.00/enty from 7am to 12midnight,1.3354238,103.889142
728,Sakae Building,"28 Tai Seng Street, S(534106)",\$3.00/hr from 7am to 6.30pm,\$2.00/hr from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.3352934,103.8898578
729,Charles & Keith Building,"21 Tai Seng Street, S(534166)",\$2.00/hr from 7am to 7pm,\$1.20/hr from 6.01pm to 6.59am the following day,Charges same as weekdays,\$1.20/hr from 7am to 6pm,1.3371962,103.8891337
730,Gordon Warehouse Building,"9 Kaki Bukit Road 2, S(417842)",\$1.20/hr from 7am to 6pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.3379603,103.897336
731,Marang Road,Marang Road,HDB / URA parking rates,"\$2.40/entry from 6pm to 9pm, \$0.04/min from 9pm to 7am the following day","\$0.04/min from 7am to 1pm, \$2.40/entry from 1pm to 9pm, \$0.04/min from 9m to 7am the following day","\$2.40/entry from 7am to 9pm, \$0.04/min from 9pm to 7am the following day",1.2664338,103.8211484
732,Ren Ci Community Hospital,"71 Irrawaddy Road, S(329562)",\$0.04/min from 7am to 6pm,Free Parking,Free Parking,Free Parking,1.3229702,103.8457048
733,Hotel Re!,175A Chin Swee Road S(169879),Free Parking,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2854141,103.8384137
734,Woodlands Loop,Woodlands Loop,HDB / URA parking rates,Carpark closed,Carpark closed,Carpark closed,1.4479877,103.8072557
735,M-Park @ Club Street,Club Street,Carpark closed,"Free parking from 7pm to 12midnight, \$6.00/entry from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day",1.2823234,103.8460793
736,Midview City,18 Sin Ming Lane S(573960),"1st hr free, \$1.00/hr from 7am to 7pm",Private Car Park,Private Car Park,Private Car Park,1.3582667,103.83405040000001
737,71 Robinson Road,"71 Robinson Road, (S)068895",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2784992,103.8488682
738,Tung Ann Association Building,"141 Cecil Street, S(069541)",Private Car Park,Carpark closed after 10pm daily,\$1.00/hr from 7am to 3pm,Carpark closed,1.2792741,103.848403
739,Admirax ,"8 Admiralty Street, S(757438)",\$1.00/hr from 7am to 10pm,\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,1.462136,103.815797
740,Asia Square Tower 1,"8 Marina View, S(018960)",\$1.07/10min from 7am to 5.59pm,\$0.50/30min from 5pm to 7am the following day,Charges same as weekdays,\$0.50/30min from 7am to 7am the following day,1.279088,103.8513266
741,Chinatown Complex,"335 Smith Street, S(050335)",\$1.00/30min from 7am to 5pm,"\$3.50/entry from 6pm to 12midnight, Carpark closed after 12midnight","\$2.50/30min from 7am to 1pm, \$3.50/entry from 1pm to 12midnight, Carpark closed after 12midnight",\$3.50/entry,1.2825567,103.8430583
742,Mapletree,"1 Kallang Sector, S(349276)",\$2.50/30min from 7am to 6pm,Private Car Park,Private Car Park,Private Car Park,1.3265046999999999,103.8735277
743,AIA Tower,"1 Robinson Road, S(048542)",Private Car Park,\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,\$3.00/entry from 6am to 6am the following day,1.2819749,103.851175
744,Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)","\$2.50 for 1st hr, \$1.20 for subsequent 30min from 6am to 6pm",\$2.40/entry from 5pm to 11pm,"\$2.40/30min from 7am to 2pm, \$2.40/entry from 2pm to 11pm",\$2.40/entry from 7am to 7am the following day,1.3200571,103.8447847
745,Robinson 77,"77 Robinson Road, S(068896)",\$2.40/30min from 7am to 5pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,1.2777689,103.8483915
746,Woodlands East Industrial Estate,"20 Woodlands Link, S(738733)",HDB / URA parking rates,Private Car Park,Private Car Park,Private Car Park,1.4505617,103.81119790000001
747,Singapore Islamic Hub,"273 Braddell Road, S(579702)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.342913,103.851895
748,Singapore Land Tower,"50 Raffles Place, S(048623)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,1.2847487,103.85199229999999
749,Realty Centre,"15 Enggor Street, S(079716)",Private Car Park,\$1.07/30min from 7pm to 7am the following day,\$1.07/30min from 7am to 7am the following day,\$1.07/30min from 7am to 7am the following day,1.2740173000000001,103.84418199999999
750,OrangeTee Building,"430 Lorong 6 Toa Payoh, S(319402)",\$1.07/30min from 7am to 7pm,\$0.03/min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays,1.331579,103.849209
751,Gardens by the Bay,"18 Marina Gardens Drive, S(018953)",\$0.03/min from 5am to 6pm,\$3.00/entry from 10.31pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,1.2813011,103.864418
752,Marina Bay Cruise Centre Singapore (MBCCS),"61 Marina Coastal Drive, S(018947)","\$2.00/hr for 1st 2hr, \$3.00 for next subsequent hr from 7.01am to 10.30pm","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day",1.2709258999999995,103.86340870000001
