Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude_rad,Longitude_rad,Coord_rad
TripleOne Somerset,"111 Somerset Road, S(238164)",\$1.50/30min from 7am to 5.59pm,"\$1.80/hr from 6pm to 11.59pm, \$0.50 for next subsequent 15min from 12midnight to 6.59am the following day","\$2.00 for 1st hr, \$0.50 for next subsequent 15min from 7am to 5.59pm, \$1.80/hr from 6pm to 11.59pm, \$0.50 for next subsequent 15min from 12midnight to 6.59am the following day","\$1.80/hr from 7am to 11.59pm, \$0.50 for next subsequent 15min from 12am to 6.59am the following day",0.02269825475894004,1.8123086566313458,"(0.02269825475894004, 1.8123086566313458)"
Singapore Shopping Centre,"190 Clemenceau Avenue, S(239924)","\$2.50 for 1st hr, \$1.25 for next subsequent 30min from 8.01am to 8pm",\$3.00/entry from 8.01pm to 8am the following day,Charges same as weekdays,Charges same as weekdays,0.022657241266847424,1.8124204746405332,"(0.022657241266847424, 1.8124204746405332)"
Rochester Park,"2 Rochester Park, S(139213)",\$1.00/hr from 6am to 11pm,\$2.00/entry from 11pm to 6am,Charges same as weekdays,Charges same as weekdays,0.022772951360266892,1.8114346969710435,"(0.022772951360266892, 1.8114346969710435)"
South Point,"200 Cantonment Road, S(089763)","\$3.00 for 1st hr, \$2.00 for next subsequent 30min from 8am to 10pm",\$3.00/entry from 10pm to 8am the follwoing day,Charges same as weekdays,\$5.00/entry from 8am to 8am the following day,0.022226689484331447,1.812371457068491,"(0.022226689484331447, 1.812371457068491)"
SPRING Singapore,"2 Bukit Merah Central, S(159835)",\$0.50/30min from 7am to 6pm,\$2.50/entry from 6pm to 7am the following day,"\$0.50/30min from 7am to 1pm, \$2.50/entry from 1pm to 7am the following day",\$2.50/entry from 7am to 7am the following day,0.022417319581222023,1.8118925631563534,"(0.022417319581222023, 1.8118925631563534)"
Springleaf Tower,"3 Anson Road, S(079909)",Season Parking Only,Season Parking Only,Season Parking Only,Season Parking Only,0.022259363793258033,1.8124615719084298,"(0.022259363793258033, 1.8124615719084298)"
St Andrew's Community Hospital,"8 Simei Street 3, S(529895)","\$1.20/hr, \$0.70 for next subsequent 30min from 8am to 5pm","\$1.20/hr, \$0.70 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,0.02341685568120516,1.814254328737518,"(0.023416855681205159, 1.8142543287375179)"
St Luke Hospital,"2 Bukit Batok Street 11, S(659674)",\$1.50/hr from 7am to 5pm,\$1.50/hr from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.023550844607880764,1.8106457365906428,"(0.023550844607880764, 1.8106457365906428)"
Stadium Waterfront,"2 Stadium Walk, S(397691)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022698111641941375,1.812953517392714,"(0.022698111641941375, 1.812953517392714)"
Starhub Centre,"51 Cuppage Road,S(29469)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7.00am to 6pm","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 6.00pm to 7am the following day",Charges same as weekdays,Charges same as weekdays,0.022740336392534876,1.812353033372907,"(0.022740336392534876, 1.812353033372907)"
Sultan Plaza,"100 Jalan Sultan, S(199001)",\$1.80/hr from 8am to 6pm,"\$3.00/entry from 6pm to 12midnight, \$3.00/entry from 12midnight to 8am the following day",Charges same as weekdays,\$3.00/entry from 8am to 8am the following day,0.022745980787335824,1.8127327280063492,"(0.022745980787335824, 1.8127327280063492)"
Sun Plaza,"30 Sembawang Drive, S(757713)","\$1.39 for 1st hr, \$0.75 for subsequent 30min from 7am to 4.59pm","\$2.68/entry from 5pm to 10.59pm, \$3.96/entry from 11pm to 6.59am the following day",Charges same as Weekdays,Charges same as Weekdays,0.025277041560614732,1.8119953962105515,"(0.025277041560614732, 1.8119953962105515)"
Sunshine Plaza,"91 Bencoolen Street, S(189652)","\$2.00 for 1st hr, \$0.04 for next subsequent min from 7am to 10pm from Mon to Thurs",\$5.00/entry from 10pm to 7am the following day from Mon to Thurs,"\$2.20 for 1st hr, \$0.04 for next subsequent min from 7am to 10pm, \$5.00/entry from 10pm to 6.59am the following day from Fri to Sun","\$2.20 for 1st hr, \$0.04 for next subsequent min from 7am to 9.59pm, \$5.00/entry from 10pm to 7am the following day from Fri to Sun",0.02269419686842915,1.8125390941978157,"(0.022694196868429151, 1.8125390941978157)"
Suntec City Mall,"3 Temasek Boulevard, S(038983)","\$2.20 for 1st hr, \$1.10 for subsequent 30min from 7am to 5pm","\$2.20/entry from 5pm to 4am the following day, \$1.10/hr from 4am to 7am","\$1.10/hr from 4am to 5pm, \$2.80/entry from 5pm to 4am the following day","\$1.10/hr from 4am to 5pm, \$2.80/entry from 5pm to 4am the following day",0.02259214572173579,1.8126665398851258,"(0.02259214572173579, 1.8126665398851258)"
Swissotel Merchant Court Hotel,"20 Merchant Road, S(058281)","\$4.50 for 1st hr, \$1.50 for next subsequent 30min from 8am to 5pm","\$4.50 for 1st hr, \$1.50 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,0.022488836192651743,1.812449492484677,"(0.022488836192651743, 1.812449492484677)"
Swissotel The Stamford Hotel,"2 Stamford Road, S(178882)","\$2.20 for 1st 1hr, \$0.55 for next subsequent 15min from 8am to 6pm",\$3.00/entry from 6pm to 8am the following day,"\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 8am the following day","\$2.20 for 1st 2hr, \$0.40 for next subsequent 15min from 8am to 8am the following day",0.0225733851776061,1.812578596234776,"(0.022573385177606101, 1.812578596234776)"
"Takashimaya, Ngee Ann City","391 Orchard Road, S(238872)",\$1.28/30min (from 12.01am-12pm & 2.01pm-5pm) \$1.82/30min (from 12.01pm-2pm),"\$1.82/30min (from 12.01pm-2pm & 5.01pm-7pm), \$4.28/entry from (7.01pm-12midnight)","\$2.57 for 1st hr, \$1.61/30min (from 12.01am-12pm & 2.01pm-5pm), \$3.64 for 1st hr, \$2.14/30min (from 12.01pm-2pm & 5.01pm-7pm), \$4.28/entry from (7.01pm-12midnight)","\$2.57 for 1st hr, \$1.61/30min (from 12.01am-12pm & 2.01pm-5pm), \$3.64 for 1st hr, \$2.14/30min (from 12.01pm-2pm & 5.01pm-7pm), \$4.28/entry from (7.01pm-12midnight)",0.022745340251500344,1.8122496784652624,"(0.022745340251500344, 1.8122496784652624)"
