Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday,Latitude_rad,Longitude_rad,Coord_rad
Shaw Leisure Gallery,"100 Beach Road, S(189702)","\$1.07 for 1st hr, \$1.07 for next subsequent 30min from 12midnight to 5pm",\$2.14/entry from 5pm to 12midnight,\$2.14/entry from 12midnight to 12midnight the following day,\$2.14/entry from 12midnight to 12midnight the following day,0.022630296873855135,1.812644697089537,"(0.022630296873855135, 1.8126446970895369)"
Atrium @ Orchard,"60 Orchard Road, S(238889)","\$1.28 for 1st hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm from Mon to Thur, \$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 12midnight to 5.59pm on Fri an","\$2.57/entry from 6pm to 11.59pm from Mon to Thurs, \$2.57/entry from 6pm to 2.59am the following day on Fri and Eve of PH","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 2.59am the following day","\$2.57 for 1st 2hr, \$0.43 for next subsequent 15min from 3am to 5.59pm, \$2.57/entry from 6pm to 11.59pm",0.0226822047111387,1.8124415058580197,"(0.022682204711138701, 1.8124415058580197)"
Safra Mount Faber,"2 Telok Blangah Way, S(098803)","(For Member): \$1.25/hr, \$0.32 for next subsequent 15min (For Public): \$2.30/hr, \$0.58 for next subsequent 15min from 6am to 5.59pm","(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6pm to 5.59am the following day",Charges same as weekdays,"(For Member): \$2.40/entry, (For Public): \$4.00/entry from 6am to 5.59am the following day",0.022295891789173024,1.811952291814015,"(0.022295891789173024, 1.811952291814015)"
Singapore Botanic Gardens ,"1 Cluny Road, S(259569)",\$0.02/min from 7am to 10.30pm.,\$0.02/min up to a maximum cap of \$2.00 for entry between 7pm to 10.30pm.,Charges same as weekdays,Charges same as weekdays,0.022952852918245458,1.8119343760092432,"(0.022952852918245458, 1.8119343760092432)"
Ministry of Education Building (MOE),"1 North Buona Vista Drive, S(138675)","\$1.50/hr, \$2.50 for next subsequent hr from 8am to 5pm","\$1.50/hr, \$2.50 for next subsequent hr from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,0.02278236043026439,1.8114923067989932,"(0.022782360430264392, 1.8114923067989932)"
Changi Ferry Terminal,"30 Changi Ferry Road, S(499675)",Free Parking,Free Parking,Free Parking,Free Parking,0.023964332306299994,1.8152824568213073,"(0.023964332306299994, 1.8152824568213073)"
Rochor Centre,"1 Rochor Road, S(180001)",Carpark closed,Carpark closed,Carpark closed,Carpark closed,0.02273390834489978,1.8126093995507444,"(0.022733908344899779, 1.8126093995507444)"
Young Men's Christian Association Of Singapore (YMCA),"1 Orchard Road, S(238824)",\$2.00/hr from 7am to 6pm,\$4.00/entry from 6pm to 12midnight the following day,Charges same as weekdays,\$4.00/entry from 7am to 7am the following day,0.022647999748458113,1.8124894029286822,"(0.022647999748458113, 1.8124894029286822)"
PWC Building,"8 Cross Street, S(048424)",\$2.60/30min from 6am to 6pm,\$3.20/entry from 6pm to 6am the following day,"\$3.20/entry from 6am to 8pm, Carpark Closed after 8pm","\$3.20/entry from 6am to 8pm, Carpark Closed after 8pm",0.022383163487760493,1.8125074670864405,"(0.022383163487760493, 1.8125074670864405)"
Mandarin Orchard Singapore,"333 Orchard Road, S(238867)","\$3.50 for 1st hr, \$0.05 for next subsequent min from 6am to 6pm","\$3.50 for 1st hr, \$0.05 for next subsequnet min from 6pm to 6am the following day",Charges same as weekdays,Charges same as weekdays,0.02272781190982256,1.8122878139094185,"(0.022727811909822562, 1.8122878139094185)"
Civil Service College,"31 North Buona Vista Road, S(275983)","\$1.50/hr for the 1st 5hr, \$9.00/entry for parking more than 5 hr",\$1.00/hr from 6pm to 10.30pm,"\$1.50/hr from 8am to 1pm, \$1.00/hr from 1pm to 10.30pm",Closed,0.022857800541852595,1.8115083987346967,"(0.022857800541852595, 1.8115083987346967)"
Singapore Zoo / Singapore Night Safari,"80 Mandai Lake Road, S(729826)","\$3.00 for 1st hr, \$2.00 for next subsequent hr from 8.30am to 6pm","\$3.00 for 1st hr, \$2.00 for next subsequent hr from 8.30am to 6pm",Charges same as weekdays,Charges same as weekdays,0.024521601973827765,1.8114868107571789,"(0.024521601973827765, 1.8114868107571789)"
Noel Corporate Building,"50 Kallang Avenue, S(339505)","\$2.14 for 1st hr, \$1.20 for next subsequent 30min from 8am to 5pm","\$2.14 for 1st hr, \$1.20 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays,0.022913942547901498,1.8128178337513348,"(0.022913942547901498, 1.8128178337513348)"
Hougang Green Shopping Mall,"21 Hougang Street 51, S(538719)","\$1.07 for 1st hr, \$0.55 for next subsequent 30min from 7am to 4.59pm",\$1.20/entry from 5pm to 6.59am the following day,Charges same as weekdays,"\$2.15/entry from 7am to 12midnight, \$1.20/entry from 12midnight to 6.59am the following day",0.02407322339833192,1.8131844803032888,"(0.024073223398331921, 1.8131844803032888)"
Camden Medical Centre,"1 Orchard Boulevard, S(248649)","\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 3am to 6pm",\$4.00/entry from 6pm to 3am the following day,"\$3.00 for 1st hr, \$1.50 for next subsequent 30min from 3am to 1pm, \$4.00/entry from 1pm to 3am the following day",\$4.00/entry from 3am to 3am the following day,0.02274492835379687,1.8120673037757336,"(0.022744928353796871, 1.8120673037757336)"
PIL Building,"140 Cecil Street, S(069540)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,0.02234859200593699,1.8124974715858142,"(0.022348592005936991, 1.8124974715858142)"
VivoCity,"1 HarbourFront Walk, S(098585)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 6pm","\$3.00/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 6pm, \$3.50/entry from 6pm to 4am the following day, \$2.50/hr from 4am to 7am",0.022065887064357453,1.8120384901351125,"(0.022065887064357453, 1.8120384901351125)"
MCYS Building,"512 Thomson Road, S(298136)",\$0.80/30min from 7.30am to 6pm,\$1.60/entry from 6.01pm to 7.30am the following day,"\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day","\$1.60/entry from 7.30am to 12midnight, \$2.00/entry from 12midnight to 7.30am the following day",0.023276845368610175,1.8123412035312367,"(0.023276845368610175, 1.8123412035312367)"
IKEA Tampines,"60 Tampines North Drive 2, S(528764)",Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,Free Parking from 7am to 11pm,0.023984017874933237,1.8139686532455517,"(0.023984017874933237, 1.8139686532455517)"
Ministry of Manpower (MOM),"18 Havelock Road, S(059764)",Not for public,Not for public,Not for public,Not for public,0.022472070559857088,1.8124262359723942,"(0.022472070559857088, 1.8124262359723942)"
Kovan Centre,"9 Yio Chu Kang Road, S(545523)",*Building Demolished*,*Building Demolished*,*Building Demolished*,*Building Demolished*,0.023643821787793007,1.8129947315976704,"(0.023643821787793007, 1.8129947315976704)"
Quality Hotel Singapore ,"201 Balestier Road, S(329926)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 5pm",\$2.80/entry from 5pm to 7am the following day,Charges same as weekdays,\$2.80/entry from 7am to 7am the following day,0.023039695265836938,1.8125685780448697,"(0.023039695265836938, 1.8125685780448697)"
HomeTeamNS Bukit Batok,"2 Bukit Batok West Ave 7, S(659003)","(For Member): \$0.90/hr, (For Public): \$1.20/hr from 8am to 5pm","(For Member): \$1.60/entry, (For Public): \$3.20/entry from 5pm to 1am the following day",Charges same as weekdays,"(For Member): \$1.60/entry, (For Public): \$3.20/entry from 8am to 1am the following day",0.02383638221883629,1.8107614554107085,"(0.023836382218836289, 1.8107614554107085)"
St. James Power Station,"3 Sentosa Gateway, S(098544)",\$2.00/hr from 7am to 5pm from Mon to Thurs,"\$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day from Mon to Thurs 5.01pm to 10.30pm, \$2.00/entry for subsequent hr","\$2.00/hr from 7am to 5pm, \$7.00/entry for 1st 5hr, \$2.00 for for subsequent hr from 5pm to 7am the following day from Fri to Sat","\$2.00/hr from 7am to 5pm, \$4.00/entry for 1st 5hr, \$2.00 for subsequent hr from 5pm to 7am the following day",0.022073299477690673,1.8120857868125122,"(0.022073299477690673, 1.8120857868125122)"
NTU SBS Car Park (School of Biological Sciences),"50 Nanyang Avenue, S(639798)","\$0.02/min from 8am to 6pm, maximum charge of \$4.80/day","\$1.20/entry from 6pm to 10pm, Free parking after 10pm",Free Parking,Free Parking,0.023522647068485544,1.8096072395057674,"(0.023522647068485544, 1.8096072395057674)"
Changi Airport Terminal 2,"60 Airport Boulevard, S(819643)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,0.023650841502044526,1.8149508652073791,"(0.023650841502044526, 1.8149508652073791)"
Haw Par Villa,"262 Pasir Panjang Road, S(118628)",\$5.00/entry from 9am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,0.022436312254142228,1.8113575691260686,"(0.022436312254142228, 1.8113575691260686)"
Singapore Godown,"25 Tagore Lane, S(787602)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 7am to 11pm",\$2.40/entry from 11pm to 7am the following day,Charges same as weekdays,\$2.40/entry from 7am to 7am the following day,0.02419287269987314,1.8121547744418558,"(0.024192872699873139, 1.8121547744418558)"
Singapore Discovery Centre (SDC),"510 Upper Jurong Road, S(638365)",Free Parking,Free Parking,Free Parking,Free Parking,0.023260247287423708,1.809538675991432,"(0.023260247287423708, 1.809538675991432)"
Square 2,"10 Sinaran Drive, S(307506)","\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 7am to 6pm",\$2.68/entry from 6pm to 7am the following day,Charges same as Weekdays,"\$2.35 for 1st 4hr, \$1.18 for next subsequent 30min from 7am to 6pm, \$2.68/entry from 6pm to 7am the following day",0.023049439439050825,1.8124265501316594,"(0.023049439439050825, 1.8124265501316594)"
Red Dot Design Museum,"28 Maxwell Road, S(069120)","\$2.50/hr from 7am to 4.59pm, \$0.65 for next subsequent 15min",\$3.60/entry from 6pm to 6.59am the following day,Charges same as weekdays,\$3.60/entry from 7am to 6.59am the following day,0.02230963974769098,1.8124480700413363,"(0.022309639747690981, 1.8124480700413363)"
IBM Place 1,"9 Changi Business Park Central 1, S(486048)",*,*,*,*,0.023327276657346553,1.8145352778778698,"(0.023327276657346553, 1.8145352778778698)"
IOI Plaza Singapore,"210 Middle Road, S(188994)",\$0.04/min from 8am to 5pm,\$0.02/min from 5pm to 8am the following day,Charges same as weekdays,\$0.02/min from 8am to 8am the following day,0.022712706085146556,1.8125495923532666,"(0.022712706085146556, 1.8125495923532666)"
AMK Hub,"53 Ang Mo Kio Avenue 3, S(569933)","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.40 for 1st hr, \$0.70 for next subsequent 30min from 7am to 7am the following day","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 7am to 7am the following day",0.023899714981403405,1.8124957890884152,"(0.023899714981403405, 1.8124957890884152)"
The Signature (Changi Business Park),"51 Changi Business Park Central 2, S(486066)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10.01pm to 6.59pm,Charges same as weekdays,\$2.00/entry from 7am to 6.59am the following day,0.023295358075986077,1.814533623305739,"(0.023295358075986077, 1.814533623305739)"
The Strategy (International Business Park),"2 International Business Park, S(609930)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10pm to 7am,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,0.02321701373652256,1.8107301616572202,"(0.02321701373652256, 1.8107301616572202)"
The Synergy (International Business Park),"1 International Business Park, S(609917)","\$2.00 for 1st hr, \$1.50 for next subsequent 30min from 7am to 10pm",\$2.00/entry from 10.01pm to 7am,Charges same as weekdays,\$2.00/entry from 7am to 7am the following day,0.023195226791469913,1.8107555073286177,"(0.023195226791469913, 1.8107555073286177)"
Kembangan Plaza,"18 Jalan Masjid, S(418944)",\$1.70/hr from 8am to 5pm,"\$2.70/entry from 5.01pm to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day",Charges same as weekdays,"\$2.70/entry from 8am to 10pm, \$3.20/entry from 10.01pm to 7.59am the following day",0.023044741012704456,1.8136177739980597,"(0.023044741012704456, 1.8136177739980597)"
NUS Car Park 3 - Yong Siew Toh Conservatory of Music,Estate Office Drive,"*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,0.022720155150394064,1.8111948608065516,"(0.022720155150394064, 1.8111948608065516)"
NUS Bukit Timah Campus,"469G Bukit Timah Road, S(259776)","*\$0.02/min from 7am to 10.30pm, maximum charge of \$2.00 for vehicles entering from 7pm to 10.30pm, 1st hr free parking for vehicles entering from 11am to 5pm",*Free parking from 10.31pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays,0.023008989688306607,1.8119463402412657,"(0.023008989688306607, 1.8119463402412657)"
Jurong Bird Park,"2 Jurong Hill, S(628925)","\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day","\$2.00/entry from 8am to 5pm, Free parking from 5pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays,0.023004685706371188,1.8100254238852036,"(0.023004685706371188, 1.8100254238852036)"
Asian Civilisations Museum,"1 Empress Place, S(179555)",\$1.03/30min from 8am to 4.59pm,\$2.06/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$2.06/entry from 8am to 7.59am the following day,0.02247106001422018,1.812548620204873,"(0.022471060014220182, 1.8125486202048731)"
The Mint Museum of Toys,"26 Seah Street, S(188382)",\$1.00/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.50/30min from 8am to 8am the following day,0.022624888098503205,1.8126011319260777,"(0.022624888098503205, 1.8126011319260777)"
Furama RiverFront Singapore,"405 Havelock Road, S(169633)",\$1.07/30min from 7am to 5pm,\$6.42/entry from 5pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.022474084669813887,1.8122839305518326,"(0.022474084669813887, 1.8122839305518326)"
National Institute of Education (NIE),"1 Nanyang Walk, S(637616)","Car Park 1 - \$0.02/min, Car Park 2, 3, 5 and 7 - \$0.01/min up to a maximum charge of \$4.80, Car Park 4 - \$0.01/min up to a maximum charge of \$2.40 from 5am to 5.45pm",Free parking after 5.45pm,Free parking,Free parking,0.02354561560144179,1.8095417826775007,"(0.023545615601441791, 1.8095417826775007)"
Chancerlodge Complex,"105 Sims Avenue, S(387429)",\$0.50/30min from 8am to 6pm,\$2.00/entry from 6pm to 8am the following day,Charges same as weekdays,\$2.00/entry from 8am to 8am the following day,0.022943372289748624,1.8129996115382592,"(0.022943372289748624, 1.8129996115382592)"
JTC Blk 8 Chia Ping Road,"8 Chia Ping Road, S(619973)",\$0.50/30min from 7.30am to 7.30pm,\$0.50/30min from 7.30am to 7.30pm,Charges same as weekdays,Closed,0.023219813244642756,1.8102667069276457,"(0.023219813244642756, 1.8102667069276457)"
Citilink Warehouse Complex,"102E Pasir Panjang Road, S(118529)","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 7.01am to 6.00pm",\$1.50/entry from 6.01pm to 10pm,Charges same as weekdays,\$1.50/entry from 7.01am to 10pm,0.022270635129567413,1.8115706720824079,"(0.022270635129567413, 1.8115706720824079)"
New Tech Park,"151 Lorong Chuan, S(556741)",\$1.10/hr from 7.01am to 6pm,\$1.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,\$1.50/entry from 7.01am to 7am the following day,0.023597394284360706,1.8127103825559356,"(0.023597394284360706, 1.8127103825559356)"
Pantech 21,"200 Pandan Loop, S(128388)","\$1.00 for 1st hr, \$0.50 for next subsequent 30min from 7.01am to 6pm",\$1.50/entry from 6.01pm to 7am the following day,Charges same as weekdays,Closed,0.022884844418612247,1.8108122078400273,"(0.022884844418612247, 1.8108122078400273)"
EDB Learning Center,"2985 Jalan Bukit Merah, S(159457)",\$0.55/30min from 8am to 6pm,\$2.14/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.14/entry from 8am to 8am the following day,0.022380138832166788,1.8120298804259123,"(0.022380138832166788, 1.8120298804259123)"
Eng Say Garden,Siglap Road,\$1.50/hr from 8am to 6pm,\$1.50/hr from 5pm to 11pm,Charges same as weekdays,Charges same as weekdays,0.022926418161394756,1.8138003511457819,"(0.022926418161394756, 1.8138003511457819)"
171 Kallang Way,"171 Kallang Way, S(349250)",\$0.50/30min from 8am to 10pm daily,\$0.50/30min from 8am to 10pm daily,Charges same as weekdays,Charges same as weekdays,0.023112470259657347,1.812950428159938,"(0.023112470259657347, 1.812950428159938)"
Mandai Orchid Garden,"20 Mandai Lake Road, S(729825)",Free Parking,Free Parking,Free Parking,Free Parking,0.0245525222268561,1.8113587751485818,"(0.0245525222268561, 1.8113587751485818)"
Snow City,"21 Jurong Town Hall Road, S(609433)",\$0.60/30min from 7am to 7pm,\$0.60/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.023267362994784088,1.8105287122642966,"(0.023267362994784088, 1.8105287122642966)"
Chinatown Heritage Centre,"48 Pagoda Street, S(059207)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,0.02240144755700439,1.812425841527983,"(0.022401447557004388, 1.812425841527983)"
Berjaya Hotel,"83 Duxton Road, S(089540)",\$1.00/30min from 8.30am to 5pm,"\$1.00/hr from 5pm to 10pm, Free parking from 10pm to 8.30am the following day",Charges same as weekdays,"\$1.00/hr from 8.30am to 10pm, Free parking from 10pm to 8.30am the following day",0.022317495474654208,1.8124055712740506,"(0.022317495474654208, 1.8124055712740506)"
Holiday Inn Atrium Singapore,"317 Outram Road, S(169075)",\$1.93/hr from 7am to 5pm,\$3.85/entry from 5pm to 7am the following day,\$3.85/entry from 7am to 7am the following day,\$3.85/entry from 7am to 7am the following day,0.022496702391590483,1.8122484864053832,"(0.022496702391590483, 1.8122484864053832)"
Hotel Grand Central,"22 Cavenagh Road, S(229617)",Carpark not in use,Carpark not in use,Carpark not in use,Carpark not in use,0.022710503479630533,1.8123800545603863,"(0.022710503479630533, 1.8123800545603863)"
The National Museum of Singapore,"93 Stamford Road, S(178897)",\$2.50/hr from 7am to 6pm,"\$4.00/entry from 6pm to 3am, \$4/hr from 3am to 7am the following day",Charges same as weekdays,Charges same as weekdays,0.022633033550122264,1.8125010966346706,"(0.022633033550122264, 1.8125010966346706)"
Royal Selangor Pewter Museum,"32 Pandan Road, S(609279)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 8am to 5pm",\$2.50/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.50/entry,0.022717381822212643,1.8107778370710677,"(0.022717381822212643, 1.8107778370710677)"
Changi Chapel and Museum (The Changi Museum),"1000 Upper Changi Road North, S(507707)",Free Parking,Free Parking,Free Parking,Free Parking,0.0237745609114014,1.8146891426140672,"(0.023774560911401399, 1.8146891426140672)"
Hua Song Museum,"262 Pasir Panjang Road, S(118628)",\$5.00/entry from 9am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,0.022436312254142228,1.8113575691260686,"(0.022436312254142228, 1.8113575691260686)"
NUS Museum (University Cultural Centre),"50 Kent Ridge Crescent, S(119279)","*\$0.0214/min from 8.30am to 7.30pm, maximum charge of \$2.568 for vehicles entering from 8.30am to 6pm and \$1.284 for vehicles entering from 6pm to 7.30pm",*Free parking from 7.31pm to 8.29am the following day,"*\$0.0214/min up to a maximum charge of \$2.568 from 8.30am to 5pm, free parking from 5.01pm to 8.29am the following day",*Free parking whole day from 8.30am to 8.29am the following day,0.022722389171836613,1.8111709428144822,"(0.022722389171836613, 1.8111709428144822)"
Malay Heritage Centre,"85 Sultan Gate, S(198501)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022744596741238993,1.8126947670951181,"(0.022744596741238993, 1.8126947670951181)"
Republic of Singapore Air Force Museum (RSAF Museum),"400 Airport Road, S(534234)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,0.02350537703553706,1.813382123133114,"(0.02350537703553706, 1.813382123133114)"
Republic of Singapore Navy Museum,"32 Admiralty Road West, Endurance Block, Sembawang Camp, S(759959)",*,*,*,*,0.023598300110242488,1.8119979670805395,"(0.023598300110242488, 1.8119979670805395)"
Singapore Philatelic Museum,"23B Coleman Street, S(179807)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022566075738698753,1.812501756369128,"(0.022566075738698753, 1.8125017563691279)"
The Singapore Mint,"20 Teban Gardens Crescent, S(608928)",Free Parking,Free Parking,Free Parking,Free Parking,0.023125925002860974,1.8105973665357529,"(0.023125925002860974, 1.8105973665357529)"
Bukit Timah Nature Reserve,"177 Hindhede Drive, S(589333)",Free Parking,Free Parking,Free Parking,Free Parking,0.02353724849300773,1.8112439499370931,"(0.023537248493007729, 1.8112439499370931)"
Chinese Garden,"1 Chinese Garden Road, S(619795)","1st hr free, \$0.50 for next subsequent 30min from 6am to 6pm",\$0.50/30min from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays,0.023320897478930513,1.8104467882545372,"(0.023320897478930513, 1.8104467882545372)"
Japanese Garden,"1 Chinese Garden Road, S(619795)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,0.023320897478930513,1.8104467882545372,"(0.023320897478930513, 1.8104467882545372)"
Labrador Nature Reserve (Car Park A and B),"Labrador Villa Road, S(001340)",Free Parking,Free Parking,Free Parking,Free Parking,0.022168629361434603,1.8116816732775054,"(0.022168629361434603, 1.8116816732775054)"
Fort Canning Park (Percival Road Car Park B),Percival Road,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.02263024625930683,1.8124676613621902,"(0.022630246259306829, 1.8124676613621902)"
Registry of Marriages (ROM),"7 Canning Rise, S(179869)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022590807054199514,1.812490987687643,"(0.022590807054199514, 1.8124909876876429)"
Mount Faber Park,"109 Mount Faber Road, S(099203)",Free Parking,Free Parking,Free Parking,Free Parking,0.022185675992238835,1.8119925007093225,"(0.022185675992238835, 1.8119925007093225)"
"Pasir Ris Park (Car Park A, C, D and F)",Jalan Loyang Besar,\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.024077975929885097,1.8144508458299755,"(0.024077975929885097, 1.8144508458299755)"
Pasir Ris Park (Car Park B and E),Pasir Ris Close,HDB / URA parking rates from 8.30am to 10pm,Free parking from 10pm to 8.30am the following day,Charges same as weekdays,Charges same as weekdays,0.024041596286956533,1.8143739762937299,"(0.024041596286956533, 1.8143739762937299)"
Bedok Reservoir Park,"Blk 739A, Bedok Reservoir Road, S(471739)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.023351320313122023,1.813804862821898,"(0.023351320313122023, 1.8138048628218979)"
Sungei Buloh Wetland Reserve,"301 Neo Tiew Crescent, S(718925)",Free parking from 7am to 7pm daily,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,0.025250044807744884,1.8104309912794774,"(0.025250044807744884, 1.8104309912794774)"
Abdul Gaffoor Mosque,"41 Dunlop Street, S(209369)",\$1.30/hr from 7am to 5pm,"\$1.60/entry from 5pm to 12midnight, \$1.10/hr from 12midnight to 7am the following day",Charges same as weekdays,"\$2.00/entry from 7am to 12midnight, \$1.60/hr from 12midnight to 7am the following day",0.022766066036367775,1.8125890245770566,"(0.022766066036367775, 1.8125890245770566)"
The Church Of True Light,"25G Perak Road, S(208142)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.02278272520407806,1.8125918956436764,"(0.02278272520407806, 1.8125918956436764)"
Armenian Church of Saint Gregory,"60 Hill Street, S(179366)",Private Car Park,Private Car Park,Private Car Park,Private Car Park,0.022567805359987477,1.8125099419633197,"(0.022567805359987477, 1.8125099419633197)"
Buddha Tooth Relic Temple and Museum (Singapore),"288 South Bridge Road, S(058840)",\$1.20/30min from 7am to 7pm,Car Park closed after 7pm,Charges same as weekdays,Charges same as weekdays,0.02236586727487323,1.8124243632341068,"(0.022365867274873229, 1.8124243632341068)"
NEWater Visitor Centre,"20 Koh Sek Lim Road, S(486593)",Free parking,Car park closed after 5.30pm,Charges same as weekdays,Charges same as weekdays,0.023110719694417598,1.8144214701933352,"(0.023110719694417598, 1.8144214701933352)"
Masjid Hajjah Fatimah Mosque,"4001 Beach Road, S(199584)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022740137425000147,1.81274875536487,"(0.022740137425000147, 1.81274875536487)"
Masjid Jamae Chulia Mosque,"218 South Bridge Road, S(058767)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.0223953354139639,1.8124449720819142,"(0.0223953354139639, 1.8124449720819142)"
Changi Airport Terminal 3,"65 Airport Boulevard, S(819663)",\$0.04/min from 12midnight to 12midnight the following day,\$0.04/min from 12midnight to 12midnight the following day,Charges same as weekdays,Charges same as weekdays,0.023642402835111136,1.8148831150164755,"(0.023642402835111136, 1.8148831150164755)"
Newton Circus Food Centre,"Clemenceau Ave North, S(229491)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022849861039085276,1.8123460398385942,"(0.022849861039085276, 1.8123460398385942)"
Golden Mile Food Centre,"505 Beach Road, S(199583)","\$0.60/30min from 7am to 10am, \$0.80/30min from 10am to 10.30pm",Season parking only from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays,0.02274041144169271,1.8127670272168093,"(0.022740411441692709, 1.8127670272168093)"
Maxwell Food Centre,"2 Murray Street, S(079519)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.0223322382708458,1.812427841675306,"(0.022332238270845801, 1.8124278416753059)"
Zion Riverside Food Centre,"86 Zion Road, S(160086)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.02253139255580312,1.8122247883247997,"(0.02253139255580312, 1.8122247883247997)"
Delta Hockey Pitch,"900 Tiong Bahru Road, S(158790)",Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,Limited Free Parking Lots,0.02250247768608533,1.8120125580330864,"(0.022502477686085331, 1.8120125580330864)"
Farrer Park Field,1 Rutland Road,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022889225195034755,1.812508842405891,"(0.022889225195034755, 1.8125088424058911)"
Geylang Field,"30 Lorong 12 Geylang, S(399005)",HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates,0.022880962806355813,1.813019543198317,"(0.022880962806355813, 1.8130195431983169)"
